main(50, 0.9, 0.4)
24: Viorest: 0.00023523, aptitud: 1000.00000000000000000000, vector: 0.46719923484323100000 0.41439609141610823000 0.46696400513950287000 0.4196761000517964500010.53550062054428500000 , tt: 16.0271
25: Viorest: 0.00023523, aptitud: 1000.00000000000000000000, vector: 0.46719923484323100000 0.41439609141610823000 0.46696400513950287000 0.4196761000517964500010.53550062054428500000 , tt: 16.6403
26: Viorest: 0.00015962, aptitud: 1000.00000000000000000000, vector: 0.37749970407832972000 0.27903154029907234000 0.42989126430977465000 0.3312634825293703200025.14271171912662300000 , tt: 17.365
27: Viorest: 0.00015962, aptitud: 1000.00000000000000000000, vector: 0.37749970407832972000 0.27903154029907234000 0.42989126430977465000 0.3312634825293703200025.14271171912662300000 , tt: 18.1119
28: Viorest: 8.8056e-05, aptitud: 1000.00000000000000000000, vector: 0.494543178795253060000.365829854241362610000.494455123175366440000.462567991952634760005.37228995811058140000 , tt: 18.8654
29: Viorest: 8.8056e-05, aptitud: 1000.00000000000000000000, vector: 0.494543178795253060000.365829854241362610000.494455123175366440000.462567991952634760005.37228995811058140000 , tt: 19.4171
30: Viorest: 4.1479e-05, aptitud: 1000.00000000000000000000, vector: 0.37531718738003883000 0.24935318483135771000 0.37527570884839473000 0.3201582865246772600034.52782433553360900000 , tt: 20.0177
31: Viorest: 4.1479e-05, aptitud: 1000.00000000000000000000, vector: 0.37531718738003883000 0.24935318483135771000 0.37527570884839473000 0.3201582865246772600034.52782433553360900000 , tt: 20.6313
32: Viorest: 4.1479e-05, aptitud: 1000.00000000000000000000, vector: 0.37531718738003883000 0.24935318483135771000 0.37527570884839473000 0.3201582865246772600034.52782433553360900000 , tt: 21.3061
33: Viorest: 4.1479e-05, aptitud: 1000.00000000000000000000, vector: 0.37531718738003883000 0.24935318483135771000 0.37527570884839473000 0.3201582865246772600034.52782433553360900000 , tt: 22.0074
34: Viorest: 4.1479e-05, aptitud: 1000.00000000000000000000, vector: 0.37531718738003883000 0.24935318483135771000 0.37527570884839473000 0.3201582865246772600034.52782433553360900000 , tt: 22.6715
35: Viorest: 4.1479e-05, aptitud: 1000.00000000000000000000, vector: 0.37531718738003883000 0.24935318483135771000 0.37527570884839473000 0.3201582865246772600034.52782433553360900000 , tt: 23.2674
36: Viorest: 4.1479e-05, aptitud: 1000.00000000000000000000, vector: 0.37531718738003883000 0.24935318483135771000 0.37527570884839473000 0.3201582865246772600034.52782433553360900000 , tt: 23.9413
37: Viorest: 4.1479e-05, aptitud: 1000.00000000000000000000, vector: 0.37531718738003883000 0.24935318483135771000 0.37527570884839473000 0.3201582865246772600034.52782433553360900000 , tt: 24.5921
38: Viorest: 4.1479e-05, aptitud: 1000.00000000000000000000, vector: 0.37531718738003883000 0.24935318483135771000 0.37527570884839473000 0.3201582865246772600034.52782433553360900000 , tt: 25.3892
39: Viorest: 4.1479e-05, aptitud: 1000.00000000000000000000, vector: 0.37531718738003883000 0.24935318483135771000 0.37527570884839473000 0.3201582865246772600034.52782433553360900000 , tt: 26.0569
40: Viorest: 4.1479e-05, aptitud: 1000.00000000000000000000, vector: 0.37531718738003883000 0.24935318483135771000 0.37527570884839473000 0.3201582865246772600034.52782433553360900000 , tt: 26.6893
41: Viorest: 4.1479e-05, aptitud: 1000.00000000000000000000, vector: 0.37531718738003883000 0.24935318483135771000 0.37527570884839473000 0.3201582865246772600034.52782433553360900000 , tt: 27.3345
42: Viorest: 4.1479e-05, aptitud: 1000.00000000000000000000, vector: 0.37531718738003883000 0.24935318483135771000 0.37527570884839473000 0.3201582865246772600034.52782433553360900000 , tt: 28.0968
43: Viorest: 4.1479e-05, aptitud: 1000.00000000000000000000, vector: 0.37531718738003883000 0.24935318483135771000 0.37527570884839473000 0.3201582865246772600034.52782433553360900000 , tt: 28.8059
44: Viorest: 4.1479e-05, aptitud: 1000.00000000000000000000, vector: 0.37531718738003883000 0.24935318483135771000 0.37527570884839473000 0.3201582865246772600034.52782433553360900000 , tt: 29.5629
45: Viorest: 4.1479e-05, aptitud: 1000.00000000000000000000, vector: 0.37531718738003883000 0.24935318483135771000 0.37527570884839473000 0.3201582865246772600034.52782433553360900000 , tt: 30.2126
46: Viorest: 4.1479e-05, aptitud: 1000.00000000000000000000, vector: 0.37531718738003883000 0.24935318483135771000 0.37527570884839473000 0.3201582865246772600034.52782433553360900000 , tt: 30.8421
47: Viorest: 4.1479e-05, aptitud: 1000.00000000000000000000, vector: 0.37531718738003883000 0.24935318483135771000 0.37527570884839473000 0.3201582865246772600034.52782433553360900000 , tt: 31.5534
48: Viorest: 4.1479e-05, aptitud: 1000.00000000000000000000, vector: 0.37531718738003883000 0.24935318483135771000 0.37527570884839473000 0.3201582865246772600034.52782433553360900000 , tt: 32.3066
49: Viorest: 4.1479e-05, aptitud: 1000.00000000000000000000, vector: 0.37531718738003883000 0.24935318483135771000 0.37527570884839473000 0.3201582865246772600034.52782433553360900000 , tt: 33.1046
50: Viorest: 4.1479e-05, aptitud: 1000.00000000000000000000, vector: 0.37531718738003883000 0.24935318483135771000 0.37527570884839473000 0.3201582865246772600034.52782433553360900000 , tt: 33.7957
51: Viorest: 4.1479e-05, aptitud: 1000.00000000000000000000, vector: 0.37531718738003883000 0.24935318483135771000 0.37527570884839473000 0.3201582865246772600034.52782433553360900000 , tt: 34.4169
52: Viorest: 4.1479e-05, aptitud: 1000.00000000000000000000, vector: 0.37531718738003883000 0.24935318483135771000 0.37527570884839473000 0.3201582865246772600034.52782433553360900000 , tt: 35.1664
53: Viorest: 4.1479e-05, aptitud: 1000.00000000000000000000, vector: 0.37531718738003883000 0.24935318483135771000 0.37527570884839473000 0.3201582865246772600034.52782433553360900000 , tt: 35.8724
54: Viorest: 4.1479e-05, aptitud: 1000.00000000000000000000, vector: 0.37531718738003883000 0.24935318483135771000 0.37527570884839473000 0.3201582865246772600034.52782433553360900000 , tt: 36.6215
55: Viorest: 4.1479e-05, aptitud: 1000.00000000000000000000, vector: 0.37531718738003883000 0.24935318483135771000 0.37527570884839473000 0.3201582865246772600034.52782433553360900000 , tt: 37.4874
56: Viorest: 4.1479e-05, aptitud: 1000.00000000000000000000, vector: 0.37531718738003883000 0.24935318483135771000 0.37527570884839473000 0.3201582865246772600034.52782433553360900000 , tt: 38.1511
57: Viorest: 4.1479e-05, aptitud: 1000.00000000000000000000, vector: 0.37531718738003883000 0.24935318483135771000 0.37527570884839473000 0.3201582865246772600034.52782433553360900000 , tt: 38.8105
58: Viorest: 4.1479e-05, aptitud: 1000.00000000000000000000, vector: 0.37531718738003883000 0.24935318483135771000 0.37527570884839473000 0.3201582865246772600034.52782433553360900000 , tt: 39.5272
59: Viorest: 4.1479e-05, aptitud: 1000.00000000000000000000, vector: 0.37531718738003883000 0.24935318483135771000 0.37527570884839473000 0.3201582865246772600034.52782433553360900000 , tt: 40.2265
60: Viorest: 4.1479e-05, aptitud: 1000.00000000000000000000, vector: 0.37531718738003883000 0.24935318483135771000 0.37527570884839473000 0.3201582865246772600034.52782433553360900000 , tt: 40.9897
61: Viorest: 4.1479e-05, aptitud: 1000.00000000000000000000, vector: 0.37531718738003883000 0.24935318483135771000 0.37527570884839473000 0.3201582865246772600034.52782433553360900000 , tt: 41.7615
62: Viorest: 4.1479e-05, aptitud: 1000.00000000000000000000, vector: 0.37531718738003883000 0.24935318483135771000 0.37527570884839473000 0.3201582865246772600034.52782433553360900000 , tt: 42.3686
63: Viorest: 3.2377e-05, aptitud: 1000.00000000000000000000, vector: 0.25471799901238951000 0.09622373133868274100 0.33384001112393946000 0.3338723876758076200032.57317682103907700000 , tt: 42.995
64: Viorest: 3.2377e-05, aptitud: 1000.00000000000000000000, vector: 0.25471799901238951000 0.09622373133868274100 0.33384001112393946000 0.3338723876758076200032.57317682103907700000 , tt: 43.7399
65: Viorest: 3.2377e-05, aptitud: 1000.00000000000000000000, vector: 0.25471799901238951000 0.09622373133868274100 0.33384001112393946000 0.3338723876758076200032.57317682103907700000 , tt: 44.5696
66: Viorest: 3.2377e-05, aptitud: 1000.00000000000000000000, vector: 0.25471799901238951000 0.09622373133868274100 0.33384001112393946000 0.3338723876758076200032.57317682103907700000 , tt: 45.343
67: Viorest: 3.2377e-05, aptitud: 1000.00000000000000000000, vector: 0.25471799901238951000 0.09622373133868274100 0.33384001112393946000 0.3338723876758076200032.57317682103907700000 , tt: 46.23
68: Viorest: 3.2377e-05, aptitud: 1000.00000000000000000000, vector: 0.25471799901238951000 0.09622373133868274100 0.33384001112393946000 0.3338723876758076200032.57317682103907700000 , tt: 46.8235
69: Viorest: 3.2377e-05, aptitud: 1000.00000000000000000000, vector: 0.25471799901238951000 0.09622373133868274100 0.33384001112393946000 0.3338723876758076200032.57317682103907700000 , tt: 47.4927
70: Viorest: 3.2377e-05, aptitud: 1000.00000000000000000000, vector: 0.25471799901238951000 0.09622373133868274100 0.33384001112393946000 0.3338723876758076200032.57317682103907700000 , tt: 48.4059
71: Viorest: 3.2377e-05, aptitud: 1000.00000000000000000000, vector: 0.25471799901238951000 0.09622373133868274100 0.33384001112393946000 0.3338723876758076200032.57317682103907700000 , tt: 49.1675
72: Viorest: 3.2377e-05, aptitud: 1000.00000000000000000000, vector: 0.25471799901238951000 0.09622373133868274100 0.33384001112393946000 0.3338723876758076200032.57317682103907700000 , tt: 49.8566
73: Viorest: 3.2377e-05, aptitud: 1000.00000000000000000000, vector: 0.25471799901238951000 0.09622373133868274100 0.33384001112393946000 0.3338723876758076200032.57317682103907700000 , tt: 50.5472
74: Viorest: 3.2377e-05, aptitud: 1000.00000000000000000000, vector: 0.25471799901238951000 0.09622373133868274100 0.33384001112393946000 0.3338723876758076200032.57317682103907700000 , tt: 51.376
75: Viorest: 3.2377e-05, aptitud: 1000.00000000000000000000, vector: 0.25471799901238951000 0.09622373133868274100 0.33384001112393946000 0.3338723876758076200032.57317682103907700000 , tt: 52.2534
76: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 53.0254
77: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 53.8479
78: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 54.7027
79: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 55.5905
80: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 56.6766
81: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 57.5931
82: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 58.463
83: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 59.5462
84: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 60.4973
85: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 61.5977
86: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 62.4332
87: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 63.2766
88: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 63.9902
89: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 65.1764
90: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 66.1725
91: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 67.0032
92: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 67.7589
93: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 68.7496
94: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 69.7547
95: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 70.5756
96: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 71.3412
97: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 72.2231
98: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 73.2994
99: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 74.1265
100: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 74.9263
101: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 76.069
102: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 77.0386
103: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 78.1847
104: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 79.1586
105: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 80.0856
106: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 81.2234
107: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 82.1892
108: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 83.1113
109: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 84.1257
110: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 85.2804
111: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 86.544
112: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 87.6142
113: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 88.7409
114: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 89.7484
115: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 91.0445
116: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 92.1246
117: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 93.1819
118: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 94.3073
119: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 95.6108
120: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 96.7418
121: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 97.8946
122: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 98.9896
123: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 100.0695
124: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 101.3953
125: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 102.5201
126: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 103.9772
127: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 105.2002
128: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 106.4795
129: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 107.7472
130: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 109.4788
131: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 110.6641
132: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 111.732
133: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 113.2151
134: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 114.704
135: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 115.9873
136: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 117.5713
137: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 118.8203
138: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 120.379
139: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 121.8088
140: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 123.3536
141: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 124.8759
142: Viorest: 2.1732e-06, aptitud: 1000.00000000000000000000, vector: 0.23261802389026753000 0.13303721165206508000 0.34633231318245616000 0.2467493277175472100043.05626611485030300000 , tt: 126.5373
143: Viorest: 1.3553e-06, aptitud: 1000.00000000000000000000, vector: 0.36659481174527470000  0.23496380803131972000  0.41636248601080666000  0.41636384129912235000-17.41690506459467300000 , tt: 128.4816
144: Viorest: 1.3553e-06, aptitud: 1000.00000000000000000000, vector: 0.36659481174527470000  0.23496380803131972000  0.41636248601080666000  0.41636384129912235000-17.41690506459467300000 , tt: 129.933
145: Viorest: 1.3553e-06, aptitud: 1000.00000000000000000000, vector: 0.36659481174527470000  0.23496380803131972000  0.41636248601080666000  0.41636384129912235000-17.41690506459467300000 , tt: 131.4174
146: Viorest: 1.3553e-06, aptitud: 1000.00000000000000000000, vector: 0.36659481174527470000  0.23496380803131972000  0.41636248601080666000  0.41636384129912235000-17.41690506459467300000 , tt: 132.9316
