main(50, 0.9, 0.4)
48: Viorest: 1.4758e-10, aptitud: 1000.00000000000000000000, vector: 0.31711345098372251000  0.05001901892374174800  0.36108637664497761000  0.36108637679256095000-10.97591167532942100000 , tt: 73.9831
49: Viorest: 1.4758e-10, aptitud: 1000.00000000000000000000, vector: 0.31711345098372251000  0.05001901892374174800  0.36108637664497761000  0.36108637679256095000-10.97591167532942100000 , tt: 75.5712
50: Viorest: 1.4758e-10, aptitud: 1000.00000000000000000000, vector: 0.31711345098372251000  0.05001901892374174800  0.36108637664497761000  0.36108637679256095000-10.97591167532942100000 , tt: 77.4977
51: Viorest: 1.4758e-10, aptitud: 1000.00000000000000000000, vector: 0.31711345098372251000  0.05001901892374174800  0.36108637664497761000  0.36108637679256095000-10.97591167532942100000 , tt: 79.1263
52: Viorest: 1.4758e-10, aptitud: 1000.00000000000000000000, vector: 0.31711345098372251000  0.05001901892374174800  0.36108637664497761000  0.36108637679256095000-10.97591167532942100000 , tt: 81.1601
53: Viorest: 1.4758e-10, aptitud: 1000.00000000000000000000, vector: 0.31711345098372251000  0.05001901892374174800  0.36108637664497761000  0.36108637679256095000-10.97591167532942100000 , tt: 82.5737
54: Viorest: 1.4758e-10, aptitud: 1000.00000000000000000000, vector: 0.31711345098372251000  0.05001901892374174800  0.36108637664497761000  0.36108637679256095000-10.97591167532942100000 , tt: 84.2097
55: Viorest: 8.1234e-12, aptitud: 1000.00000000000000000000, vector: 0.30146195268033210000  0.07916887238580455600  0.35976449577582581000  0.35976449578394926000-30.64781890125417600000 , tt: 85.7302
56: Viorest: 8.1234e-12, aptitud: 1000.00000000000000000000, vector: 0.30146195268033210000  0.07916887238580455600  0.35976449577582581000  0.35976449578394926000-30.64781890125417600000 , tt: 87.2449
57: Viorest: 8.1234e-12, aptitud: 1000.00000000000000000000, vector: 0.30146195268033210000  0.07916887238580455600  0.35976449577582581000  0.35976449578394926000-30.64781890125417600000 , tt: 88.6935
58: Viorest: 8.1234e-12, aptitud: 1000.00000000000000000000, vector: 0.30146195268033210000  0.07916887238580455600  0.35976449577582581000  0.35976449578394926000-30.64781890125417600000 , tt: 90.8265
59: Viorest: 8.1234e-12, aptitud: 1000.00000000000000000000, vector: 0.30146195268033210000  0.07916887238580455600  0.35976449577582581000  0.35976449578394926000-30.64781890125417600000 , tt: 92.2164
60: Viorest: 8.1234e-12, aptitud: 1000.00000000000000000000, vector: 0.30146195268033210000  0.07916887238580455600  0.35976449577582581000  0.35976449578394926000-30.64781890125417600000 , tt: 93.6997
61: Viorest: 8.1234e-12, aptitud: 1000.00000000000000000000, vector: 0.30146195268033210000  0.07916887238580455600  0.35976449577582581000  0.35976449578394926000-30.64781890125417600000 , tt: 95.6186
62: Viorest: 8.1234e-12, aptitud: 1000.00000000000000000000, vector: 0.30146195268033210000  0.07916887238580455600  0.35976449577582581000  0.35976449578394926000-30.64781890125417600000 , tt: 97.5605
63: Viorest: 8.1234e-12, aptitud: 1000.00000000000000000000, vector: 0.30146195268033210000  0.07916887238580455600  0.35976449577582581000  0.35976449578394926000-30.64781890125417600000 , tt: 99.4583
64: Viorest: 8.1234e-12, aptitud: 1000.00000000000000000000, vector: 0.30146195268033210000  0.07916887238580455600  0.35976449577582581000  0.35976449578394926000-30.64781890125417600000 , tt: 101.2101
65: Viorest: 8.1234e-12, aptitud: 1000.00000000000000000000, vector: 0.30146195268033210000  0.07916887238580455600  0.35976449577582581000  0.35976449578394926000-30.64781890125417600000 , tt: 103.2534
66: Viorest: 2.3128e-12, aptitud: 1000.00000000000000000000, vector: 0.19982791156040194000  0.05527557568663205000  0.31100604354891559000  0.31100604355122835000-16.99720535197091900000 , tt: 105.0705
67: Viorest: 2.3128e-12, aptitud: 1000.00000000000000000000, vector: 0.19982791156040194000  0.05527557568663205000  0.31100604354891559000  0.31100604355122835000-16.99720535197091900000 , tt: 106.8621
68: Viorest: 2.3128e-12, aptitud: 1000.00000000000000000000, vector: 0.19982791156040194000  0.05527557568663205000  0.31100604354891559000  0.31100604355122835000-16.99720535197091900000 , tt: 108.9715
69: Viorest: 2.3128e-12, aptitud: 1000.00000000000000000000, vector: 0.19982791156040194000  0.05527557568663205000  0.31100604354891559000  0.31100604355122835000-16.99720535197091900000 , tt: 110.3735
70: Viorest: 2.3128e-12, aptitud: 1000.00000000000000000000, vector: 0.19982791156040194000  0.05527557568663205000  0.31100604354891559000  0.31100604355122835000-16.99720535197091900000 , tt: 111.8206
71: Viorest: 1.3112e-13, aptitud: 1000.00000000000000000000, vector: 0.261571528913547900000.187879104297541090000.442650461766489590000.442650461766620710007.79245176734062280000 , tt: 113.8734
72: Viorest: 1.3112e-13, aptitud: 1000.00000000000000000000, vector: 0.261571528913547900000.187879104297541090000.442650461766489590000.442650461766620710007.79245176734062280000 , tt: 115.7744
73: Viorest: 1.3112e-13, aptitud: 1000.00000000000000000000, vector: 0.261571528913547900000.187879104297541090000.442650461766489590000.442650461766620710007.79245176734062280000 , tt: 117.3703
74: Viorest: 1.3112e-13, aptitud: 1000.00000000000000000000, vector: 0.261571528913547900000.187879104297541090000.442650461766489590000.442650461766620710007.79245176734062280000 , tt: 119.3169
75: Viorest: 1.3112e-13, aptitud: 1000.00000000000000000000, vector: 0.261571528913547900000.187879104297541090000.442650461766489590000.442650461766620710007.79245176734062280000 , tt: 120.6759
76: Viorest: 1.3112e-13, aptitud: 1000.00000000000000000000, vector: 0.261571528913547900000.187879104297541090000.442650461766489590000.442650461766620710007.79245176734062280000 , tt: 122.4356
77: Viorest: 1.3112e-13, aptitud: 1000.00000000000000000000, vector: 0.261571528913547900000.187879104297541090000.442650461766489590000.442650461766620710007.79245176734062280000 , tt: 124.0163
78: Viorest: 1.3112e-13, aptitud: 1000.00000000000000000000, vector: 0.261571528913547900000.187879104297541090000.442650461766489590000.442650461766620710007.79245176734062280000 , tt: 125.6677
79: Viorest: 1.4488e-14, aptitud: 1000.00000000000000000000, vector: 0.24949932115289375000  0.10020745970418188000  0.33779846171009076000  0.33779846171010525000-18.39460509022433100000 , tt: 127.4946
80: Viorest: 1.4488e-14, aptitud: 1000.00000000000000000000, vector: 0.24949932115289375000  0.10020745970418188000  0.33779846171009076000  0.33779846171010525000-18.39460509022433100000 , tt: 129.4729
81: Viorest: 1.4488e-14, aptitud: 1000.00000000000000000000, vector: 0.24949932115289375000  0.10020745970418188000  0.33779846171009076000  0.33779846171010525000-18.39460509022433100000 , tt: 131.0608
82: Viorest: 1.1269e-14, aptitud: 1000.00000000000000000000, vector: 0.16213879701279166000  0.05356224849823339200  0.25193950007576965000  0.25193950007578092000-26.33626520504763100000 , tt: 132.3582
83: Viorest: 1.1269e-14, aptitud: 1000.00000000000000000000, vector: 0.16213879701279166000  0.05356224849823339200  0.25193950007576965000  0.25193950007578092000-26.33626520504763100000 , tt: 133.7372
84: Viorest: 1.6376e-15, aptitud: 1000.00000000000000000000, vector: 0.16527351707410767000  0.05086070146843298100  0.24001685058729100000  0.24001685058729263000-25.03580605570012500000 , tt: 135.6833
85: Viorest: 1.6376e-15, aptitud: 1000.00000000000000000000, vector: 0.16527351707410767000  0.05086070146843298100  0.24001685058729100000  0.24001685058729263000-25.03580605570012500000 , tt: 138.0883
86: Viorest: 1.6376e-15, aptitud: 1000.00000000000000000000, vector: 0.16527351707410767000  0.05086070146843298100  0.24001685058729100000  0.24001685058729263000-25.03580605570012500000 , tt: 139.9276
87: Viorest: 1.6376e-15, aptitud: 1000.00000000000000000000, vector: 0.16527351707410767000  0.05086070146843298100  0.24001685058729100000  0.24001685058729263000-25.03580605570012500000 , tt: 141.8278
88: Viorest: 1.6376e-15, aptitud: 1000.00000000000000000000, vector: 0.16527351707410767000  0.05086070146843298100  0.24001685058729100000  0.24001685058729263000-25.03580605570012500000 , tt: 144.46
89: Viorest: 1.6376e-15, aptitud: 1000.00000000000000000000, vector: 0.16527351707410767000  0.05086070146843298100  0.24001685058729100000  0.24001685058729263000-25.03580605570012500000 , tt: 147.3501
90: Viorest: 9.4369e-16, aptitud: 1000.00000000000000000000, vector: 0.268618677698406030000.098551854825925309000.359041906930068270000.359041906930069210008.49267627571072300000 , tt: 148.919
91: Viorest: 9.4369e-16, aptitud: 1000.00000000000000000000, vector: 0.268618677698406030000.098551854825925309000.359041906930068270000.359041906930069210008.49267627571072300000 , tt: 151.2098
92: Viorest: 9.4369e-16, aptitud: 1000.00000000000000000000, vector: 0.268618677698406030000.098551854825925309000.359041906930068270000.359041906930069210008.49267627571072300000 , tt: 152.9749
93: Viorest: 9.4369e-16, aptitud: 1000.00000000000000000000, vector: 0.268618677698406030000.098551854825925309000.359041906930068270000.359041906930069210008.49267627571072300000 , tt: 154.8238
94: Viorest: 9.4369e-16, aptitud: 1000.00000000000000000000, vector: 0.268618677698406030000.098551854825925309000.359041906930068270000.359041906930069210008.49267627571072300000 , tt: 156.802
95: Viorest: 5.5511e-16, aptitud: 1000.00000000000000000000, vector: 0.28627292927174297000  0.09681672109161590400  0.35616747103260404000  0.35616747103260460000-12.47444319436823800000 , tt: 158.2984
96: Viorest: 4.996e-16, aptitud: 1000.00000000000000000000, vector: 0.26455367370646854000 0.05335657121352385700 0.40239303902459217000 0.4023930390245926700022.48321434659300200000 , tt: 160.4225
97: Viorest: 4.996e-16, aptitud: 1000.00000000000000000000, vector: 0.26455367370646854000 0.05335657121352385700 0.40239303902459217000 0.4023930390245926700022.48321434659300200000 , tt: 162.6718
98: Viorest: 4.996e-16, aptitud: 1000.00000000000000000000, vector: 0.26455367370646854000 0.05335657121352385700 0.40239303902459217000 0.4023930390245926700022.48321434659300200000 , tt: 164.9519
99: Viorest: 4.996e-16, aptitud: 1000.00000000000000000000, vector: 0.26455367370646854000 0.05335657121352385700 0.40239303902459217000 0.4023930390245926700022.48321434659300200000 , tt: 166.9896
100: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.09937596009604450500  0.05759226348986189200  0.23593930832866938000  0.23593930832866944000-24.72055497456015900000 , tt: 169.574
101: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.09937596009604450500  0.05759226348986189200  0.23593930832866938000  0.23593930832866944000-24.72055497456015900000 , tt: 172.4111
102: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.09937596009604450500  0.05759226348986189200  0.23593930832866938000  0.23593930832866944000-24.72055497456015900000 , tt: 174.4992
103: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.28788874384490415000  0.06168047325406975100  0.34757818778240024000  0.34757818778240029000-23.70164868800654600000 , tt: 176.5254
104: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.28788874384490415000  0.06168047325406975100  0.34757818778240024000  0.34757818778240029000-23.70164868800654600000 , tt: 179.0161
105: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.28788874384490415000  0.06168047325406975100  0.34757818778240024000  0.34757818778240029000-23.70164868800654600000 , tt: 180.9676
106: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.28788874384490415000  0.06168047325406975100  0.34757818778240024000  0.34757818778240029000-23.70164868800654600000 , tt: 182.4892
107: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.28788874384490415000  0.06168047325406975100  0.34757818778240024000  0.34757818778240029000-23.70164868800654600000 , tt: 184.4435
108: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.28788874384490415000  0.06168047325406975100  0.34757818778240024000  0.34757818778240029000-23.70164868800654600000 , tt: 186.2992
109: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.28788874384490415000  0.06168047325406975100  0.34757818778240024000  0.34757818778240029000-23.70164868800654600000 , tt: 188.7716
110: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.28788874384490415000  0.06168047325406975100  0.34757818778240024000  0.34757818778240029000-23.70164868800654600000 , tt: 191.2208
111: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.28788874384490415000  0.06168047325406975100  0.34757818778240024000  0.34757818778240029000-23.70164868800654600000 , tt: 193.1576
112: Viorest: 2.7756e-17, aptitud: 1000.00000000000000000000, vector: 0.15299838842275063000  0.11963077328274113000  0.17120718951005315000  0.17120718951005318000-31.63356135600074700000 , tt: 195.6452
113: Viorest: 2.7756e-17, aptitud: 1000.00000000000000000000, vector: 0.15299838842275063000  0.11963077328274113000  0.17120718951005315000  0.17120718951005318000-31.63356135600074700000 , tt: 197.9795
114: Viorest: 2.7756e-17, aptitud: 1000.00000000000000000000, vector: 0.15299838842275063000  0.11963077328274113000  0.17120718951005315000  0.17120718951005318000-31.63356135600074700000 , tt: 199.6463
115: Viorest: 2.7756e-17, aptitud: 1000.00000000000000000000, vector: 0.21434189917608601000 0.09917493440049732200 0.23404001155702553000 0.2340400115570255600023.02337652208415600000 , tt: 201.4057
116: Viorest: 2.7756e-17, aptitud: 1000.00000000000000000000, vector: 0.21434189917608601000 0.09917493440049732200 0.23404001155702553000 0.2340400115570255600023.02337652208415600000 , tt: 203.342
117: Viorest: 2.7756e-17, aptitud: 1000.00000000000000000000, vector: 0.06973636885563686000  0.06330771848000377200  0.08658490140544840300  0.08658490140544843100-31.41167913418176700000 , tt: 205.6695
118: Viorest: 2.7756e-17, aptitud: 1000.00000000000000000000, vector: 0.13793189740001063000 0.09118830805502177500 0.16268688853801097000 0.1626868885380110000013.43196749997297700000 , tt: 208.2672
119: Viorest: 2.7756e-17, aptitud: 1000.00000000000000000000, vector: 0.13793189740001063000 0.09118830805502177500 0.16268688853801097000 0.1626868885380110000013.43196749997297700000 , tt: 211.1507
120: Viorest: 2.7756e-17, aptitud: 1000.00000000000000000000, vector: 0.11670331173529473000 0.10955600306643812000 0.23639348768348381000 0.2363934876834838400016.85800362055795200000 , tt: 213.1347
121: Viorest: 2.7756e-17, aptitud: 1000.00000000000000000000, vector: 0.11670331173529473000 0.10955600306643812000 0.23639348768348381000 0.2363934876834838400016.85800362055795200000 , tt: 214.3161
122: Viorest: 2.7756e-17, aptitud: 1000.00000000000000000000, vector: 0.11670331173529473000 0.10955600306643812000 0.23639348768348381000 0.2363934876834838400016.85800362055795200000 , tt: 215.8467
123: Viorest: 2.7756e-17, aptitud: 1000.00000000000000000000, vector: 0.11996258260510660000 0.09139278550077645200 0.14462190519096538000 0.14462190519096541000-2.12316934311626150000 , tt: 217.3874
124: Viorest: 2.7756e-17, aptitud: 1000.00000000000000000000, vector: 0.22596813950822922000 0.08734198288772875000 0.24382837730486129000 0.2438283773048613200021.35572113749211100000 , tt: 219.327
125: Viorest: 2.7756e-17, aptitud: 1000.00000000000000000000, vector: 0.22596813950822922000 0.08734198288772875000 0.24382837730486129000 0.2438283773048613200021.35572113749211100000 , tt: 220.5656
126: Viorest: 2.7756e-17, aptitud: 1000.00000000000000000000, vector: 0.22596813950822922000 0.08734198288772875000 0.24382837730486129000 0.2438283773048613200021.35572113749211100000 , tt: 222.3581
127: Viorest: 2.7756e-17, aptitud: 1000.00000000000000000000, vector: 0.22596813950822922000 0.08734198288772875000 0.24382837730486129000 0.2438283773048613200021.35572113749211100000 , tt: 224.9698
128: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.08086795935094744100  0.07014510529773893000  0.10308386827377733000  0.10308386827377734000-40.09793591308368100000 , tt: 226.5371
129: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.08086795935094744100  0.07014510529773893000  0.10308386827377733000  0.10308386827377734000-40.09793591308368100000 , tt: 228.6337
130: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.08086795935094744100  0.07014510529773893000  0.10308386827377733000  0.10308386827377734000-40.09793591308368100000 , tt: 230.2074
131: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.08873321694538177700 0.07283182219254706600 0.08986869103351652300 0.08986869103351653700-4.17194528083999220000 , tt: 231.6472
132: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.08873321694538177700 0.07283182219254706600 0.08986869103351652300 0.08986869103351653700-4.17194528083999220000 , tt: 233.0086
133: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.08873321694538177700 0.07283182219254706600 0.08986869103351652300 0.08986869103351653700-4.17194528083999220000 , tt: 235.1796
134: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.08873321694538177700 0.07283182219254706600 0.08986869103351652300 0.08986869103351653700-4.17194528083999220000 , tt: 237.0744
135: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.08873321694538177700 0.07283182219254706600 0.08986869103351652300 0.08986869103351653700-4.17194528083999220000 , tt: 240.3234
136: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.08873321694538177700 0.07283182219254706600 0.08986869103351652300 0.08986869103351653700-4.17194528083999220000 , tt: 242.3292
137: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.06118761184916594900 0.05432936167020000600 0.07798406276408373400 0.0779840627640837470041.08040561600885400000 , tt: 245.8814
138: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.06118761184916594900 0.05432936167020000600 0.07798406276408373400 0.0779840627640837470041.08040561600885400000 , tt: 247.4465
139: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.06118761184916594900 0.05432936167020000600 0.07798406276408373400 0.0779840627640837470041.08040561600885400000 , tt: 249.3695
140: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.06118761184916594900 0.05432936167020000600 0.07798406276408373400 0.0779840627640837470041.08040561600885400000 , tt: 253.1316
141: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.06118761184916594900 0.05432936167020000600 0.07798406276408373400 0.0779840627640837470041.08040561600885400000 , tt: 256.5992
142: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.06118761184916594900 0.05432936167020000600 0.07798406276408373400 0.0779840627640837470041.08040561600885400000 , tt: 258.8016
143: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.06118761184916594900 0.05432936167020000600 0.07798406276408373400 0.0779840627640837470041.08040561600885400000 , tt: 261.6522
144: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.06118761184916594900 0.05432936167020000600 0.07798406276408373400 0.0779840627640837470041.08040561600885400000 , tt: 264.1547
145: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.06118761184916594900 0.05432936167020000600 0.07798406276408373400 0.0779840627640837470041.08040561600885400000 , tt: 267.4484
146: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.06118761184916594900 0.05432936167020000600 0.07798406276408373400 0.0779840627640837470041.08040561600885400000 , tt: 269.1494
