main(50, 0.9, 0.4)
12: Viorest: 2.6582e-05, aptitud: 1000.00000000000000000000, vector: 0.34519830319960748000 0.24966872276333135000 0.35869697233097003000 0.2631408097344031800041.40129087714542800000 , tt: 14.5383
13: Viorest: 2.6582e-05, aptitud: 1000.00000000000000000000, vector: 0.34519830319960748000 0.24966872276333135000 0.35869697233097003000 0.2631408097344031800041.40129087714542800000 , tt: 16.2322
14: Viorest: 2.6582e-05, aptitud: 1000.00000000000000000000, vector: 0.34519830319960748000 0.24966872276333135000 0.35869697233097003000 0.2631408097344031800041.40129087714542800000 , tt: 17.4646
15: Viorest: 2.6582e-05, aptitud: 1000.00000000000000000000, vector: 0.34519830319960748000 0.24966872276333135000 0.35869697233097003000 0.2631408097344031800041.40129087714542800000 , tt: 18.5697
16: Viorest: 2.6582e-05, aptitud: 1000.00000000000000000000, vector: 0.34519830319960748000 0.24966872276333135000 0.35869697233097003000 0.2631408097344031800041.40129087714542800000 , tt: 19.6769
17: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 20.9051
18: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 22.7408
19: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 24.2776
20: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 25.4852
21: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 26.9881
22: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 28.694
23: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 29.83
24: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 31.1917
25: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 33.0388
26: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 34.1601
27: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 35.2258
28: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 36.2179
29: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 37.4424
30: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 38.6772
31: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 40.3448
32: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 41.7623
33: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 43.0007
34: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 44.4809
35: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 45.632
36: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 46.6459
37: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 48.0052
38: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 49.285
39: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 50.5051
40: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 51.8038
41: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 53.5312
42: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 54.8707
43: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 56.0896
44: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 57.3732
45: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 58.5737
46: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 59.7868
47: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 60.9724
48: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 62.5003
49: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 63.9698
50: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 65.3081
51: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 66.5044
52: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 67.706
53: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 69.218
54: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 70.6536
55: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 72.5433
56: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 73.8155
57: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 75.079
58: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 76.5416
59: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 77.9143
60: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 79.2966
61: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 80.5246
62: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 81.5732
63: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 82.8687
64: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 84.1324
65: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 85.4317
66: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 86.9914
67: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 88.425
68: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 89.5549
69: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 90.9414
70: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 92.5168
71: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 93.974
72: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 95.0162
73: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 96.3101
74: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 97.3653
75: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 98.8582
76: Viorest: 2.3617e-05, aptitud: 1000.00000000000000000000, vector: 0.21890445621703875000 0.18920841168377192000 0.29452324584385214000 0.2945468626171483000040.76634896425497300000 , tt: 100.061
77: Viorest: 9.6373e-06, aptitud: 1000.00000000000000000000, vector: 0.49748234578887729000  0.16162798911940024000  0.49747270848094316000  0.28954619435466311000-41.39179733671451800000 , tt: 101.023
78: Viorest: 9.6373e-06, aptitud: 1000.00000000000000000000, vector: 0.49748234578887729000  0.16162798911940024000  0.49747270848094316000  0.28954619435466311000-41.39179733671451800000 , tt: 102.2964
79: Viorest: 9.6373e-06, aptitud: 1000.00000000000000000000, vector: 0.49748234578887729000  0.16162798911940024000  0.49747270848094316000  0.28954619435466311000-41.39179733671451800000 , tt: 103.8242
80: Viorest: 9.6373e-06, aptitud: 1000.00000000000000000000, vector: 0.49748234578887729000  0.16162798911940024000  0.49747270848094316000  0.28954619435466311000-41.39179733671451800000 , tt: 105.0875
81: Viorest: 9.6373e-06, aptitud: 1000.00000000000000000000, vector: 0.49748234578887729000  0.16162798911940024000  0.49747270848094316000  0.28954619435466311000-41.39179733671451800000 , tt: 106.5962
82: Viorest: 9.6373e-06, aptitud: 1000.00000000000000000000, vector: 0.49748234578887729000  0.16162798911940024000  0.49747270848094316000  0.28954619435466311000-41.39179733671451800000 , tt: 107.8324
83: Viorest: 9.3299e-06, aptitud: 1000.00000000000000000000, vector: 0.46568090741084789000  0.12235603613754674000  0.46567157750262922000  0.28014928208089179000-26.68839656296930200000 , tt: 109.3652
84: Viorest: 3.4556e-06, aptitud: 1000.00000000000000000000, vector: 0.47879604875886939000  0.19138171306428758000  0.47879259317734990000  0.40932120853543869000-42.63643678097808700000 , tt: 110.7688
85: Viorest: 3.4556e-06, aptitud: 1000.00000000000000000000, vector: 0.47879604875886939000  0.19138171306428758000  0.47879259317734990000  0.40932120853543869000-42.63643678097808700000 , tt: 112.0457
86: Viorest: 7.6417e-07, aptitud: 1000.00000000000000000000, vector: 0.48942539970128318000  0.07241141990250395100  0.48942463553310633000  0.23833752127511687000-19.59565256704137300000 , tt: 113.4412
87: Viorest: 7.6417e-07, aptitud: 1000.00000000000000000000, vector: 0.48942539970128318000  0.07241141990250395100  0.48942463553310633000  0.23833752127511687000-19.59565256704137300000 , tt: 115.0514
88: Viorest: 6.9416e-07, aptitud: 1000.00000000000000000000, vector: 0.46419215620249965000  0.09542946740546214000  0.46419146204698275000  0.26455674108496691000-17.44996421688260600000 , tt: 116.711
89: Viorest: 6.9416e-07, aptitud: 1000.00000000000000000000, vector: 0.46419215620249965000  0.09542946740546214000  0.46419146204698275000  0.26455674108496691000-17.44996421688260600000 , tt: 118.1146
90: Viorest: 6.9416e-07, aptitud: 1000.00000000000000000000, vector: 0.46419215620249965000  0.09542946740546214000  0.46419146204698275000  0.26455674108496691000-17.44996421688260600000 , tt: 119.3806
91: Viorest: 5.1549e-07, aptitud: 1000.00000000000000000000, vector: 0.49255736568759867000 0.09530911504076311500 0.49255685019262779000 0.33922138173186078000-1.30627401719230660000 , tt: 121.0368
92: Viorest: 5.1549e-07, aptitud: 1000.00000000000000000000, vector: 0.49255736568759867000 0.09530911504076311500 0.49255685019262779000 0.33922138173186078000-1.30627401719230660000 , tt: 122.584
93: Viorest: 5.1549e-07, aptitud: 1000.00000000000000000000, vector: 0.49255736568759867000 0.09530911504076311500 0.49255685019262779000 0.33922138173186078000-1.30627401719230660000 , tt: 123.9215
94: Viorest: 5.1549e-07, aptitud: 1000.00000000000000000000, vector: 0.49255736568759867000 0.09530911504076311500 0.49255685019262779000 0.33922138173186078000-1.30627401719230660000 , tt: 125.4646
95: Viorest: 7.8953e-08, aptitud: 1000.00000000000000000000, vector: 0.45408586018099834000  0.06196030543418308600  0.45408578122834398000  0.13328962109677850000-36.82350535041528900000 , tt: 126.8259
96: Viorest: 7.8953e-08, aptitud: 1000.00000000000000000000, vector: 0.45408586018099834000  0.06196030543418308600  0.45408578122834398000  0.13328962109677850000-36.82350535041528900000 , tt: 128.4766
97: Viorest: 1.0488e-08, aptitud: 1000.00000000000000000000, vector: 0.46178934696255591000  0.10595048496325588000  0.46178933647416814000  0.13599498318370129000-29.30511857459275400000 , tt: 130.4932
98: Viorest: 1.0488e-08, aptitud: 1000.00000000000000000000, vector: 0.46178934696255591000  0.10595048496325588000  0.46178933647416814000  0.13599498318370129000-29.30511857459275400000 , tt: 131.9875
99: Viorest: 2.7678e-09, aptitud: 1000.00000000000000000000, vector: 0.48149999657128895000 0.09490176446888123900 0.48149999380349928000 0.46176955218434418000-2.76070233185611610000 , tt: 133.459
100: Viorest: 2.7678e-09, aptitud: 1000.00000000000000000000, vector: 0.48149999657128895000 0.09490176446888123900 0.48149999380349928000 0.46176955218434418000-2.76070233185611610000 , tt: 135.2335
101: Viorest: 2.7678e-09, aptitud: 1000.00000000000000000000, vector: 0.48149999657128895000 0.09490176446888123900 0.48149999380349928000 0.46176955218434418000-2.76070233185611610000 , tt: 136.6036
102: Viorest: 2.7678e-09, aptitud: 1000.00000000000000000000, vector: 0.48149999657128895000 0.09490176446888123900 0.48149999380349928000 0.46176955218434418000-2.76070233185611610000 , tt: 138.0476
103: Viorest: 2.7678e-09, aptitud: 1000.00000000000000000000, vector: 0.48149999657128895000 0.09490176446888123900 0.48149999380349928000 0.46176955218434418000-2.76070233185611610000 , tt: 139.4368
104: Viorest: 2.7678e-09, aptitud: 1000.00000000000000000000, vector: 0.48149999657128895000 0.09490176446888123900 0.48149999380349928000 0.46176955218434418000-2.76070233185611610000 , tt: 140.9691
105: Viorest: 2.7678e-09, aptitud: 1000.00000000000000000000, vector: 0.48149999657128895000 0.09490176446888123900 0.48149999380349928000 0.46176955218434418000-2.76070233185611610000 , tt: 142.6515
106: Viorest: 4.5437e-10, aptitud: 1000.00000000000000000000, vector: 0.484665945409132490000.095950912574027533000.484665944954758840000.393175868043187270002.26753769696774120000 , tt: 143.8457
107: Viorest: 4.5437e-10, aptitud: 1000.00000000000000000000, vector: 0.484665945409132490000.095950912574027533000.484665944954758840000.393175868043187270002.26753769696774120000 , tt: 145.8864
108: Viorest: 4.5437e-10, aptitud: 1000.00000000000000000000, vector: 0.484665945409132490000.095950912574027533000.484665944954758840000.393175868043187270002.26753769696774120000 , tt: 147.349
109: Viorest: 4.5437e-10, aptitud: 1000.00000000000000000000, vector: 0.484665945409132490000.095950912574027533000.484665944954758840000.393175868043187270002.26753769696774120000 , tt: 148.7727
110: Viorest: 7.3685e-11, aptitud: 1000.00000000000000000000, vector: 0.475519180823332550000.125721722537177390000.475519180749647660000.295401847328300600003.52706777334749240000 , tt: 150.3469
111: Viorest: 7.3685e-11, aptitud: 1000.00000000000000000000, vector: 0.475519180823332550000.125721722537177390000.475519180749647660000.295401847328300600003.52706777334749240000 , tt: 152.0802
112: Viorest: 6.9218e-11, aptitud: 1000.00000000000000000000, vector: 0.49954938911577118000 0.12458961870890126000 0.49954938904655288000 0.2220379631924543900024.40726178861841300000 , tt: 153.5874
113: Viorest: 6.9218e-11, aptitud: 1000.00000000000000000000, vector: 0.49954938911577118000 0.12458961870890126000 0.49954938904655288000 0.2220379631924543900024.40726178861841300000 , tt: 154.9424
114: Viorest: 6.9218e-11, aptitud: 1000.00000000000000000000, vector: 0.49954938911577118000 0.12458961870890126000 0.49954938904655288000 0.2220379631924543900024.40726178861841300000 , tt: 156.1932
115: Viorest: 6.9218e-11, aptitud: 1000.00000000000000000000, vector: 0.49954938911577118000 0.12458961870890126000 0.49954938904655288000 0.2220379631924543900024.40726178861841300000 , tt: 158.315
116: Viorest: 2.7002e-11, aptitud: 1000.00000000000000000000, vector: 0.47358978444066235000  0.11330380919635030000  0.47358978441366062000  0.23609715233809819000-21.67010813991216600000 , tt: 159.6678
117: Viorest: 2.6078e-11, aptitud: 1000.00000000000000000000, vector: 0.49505678454048685000 0.15602768250395174000 0.49505678451440893000 0.2973760539173747100021.54765952149625700000 , tt: 161.0471
118: Viorest: 2.6078e-11, aptitud: 1000.00000000000000000000, vector: 0.49505678454048685000 0.15602768250395174000 0.49505678451440893000 0.2973760539173747100021.54765952149625700000 , tt: 162.4686
119: Viorest: 2.3064e-11, aptitud: 1000.00000000000000000000, vector: 0.49437879144804209000  0.12237035999564022000  0.49437879142497781000  0.24752461071582738000-17.86237662350808400000 , tt: 164.0687
120: Viorest: 2.3064e-11, aptitud: 1000.00000000000000000000, vector: 0.49437879144804209000  0.12237035999564022000  0.49437879142497781000  0.24752461071582738000-17.86237662350808400000 , tt: 165.6223
121: Viorest: 2.3064e-11, aptitud: 1000.00000000000000000000, vector: 0.49437879144804209000  0.12237035999564022000  0.49437879142497781000  0.24752461071582738000-17.86237662350808400000 , tt: 167.1909
122: Viorest: 8.5492e-12, aptitud: 1000.00000000000000000000, vector: 0.47919289619217104000 0.13061842110519745000 0.47919289618362187000 0.28062108468680874000-4.66639848144775100000 , tt: 168.8244
123: Viorest: 8.5492e-12, aptitud: 1000.00000000000000000000, vector: 0.47919289619217104000 0.13061842110519745000 0.47919289618362187000 0.28062108468680874000-4.66639848144775100000 , tt: 170.3127
124: Viorest: 8.5492e-12, aptitud: 1000.00000000000000000000, vector: 0.47919289619217104000 0.13061842110519745000 0.47919289618362187000 0.28062108468680874000-4.66639848144775100000 , tt: 171.4071
125: Viorest: 6.2296e-12, aptitud: 1000.00000000000000000000, vector: 0.473648159204210830000.193169629025590260000.473648159197981200000.348354097550609090005.29222856868320330000 , tt: 172.6829
126: Viorest: 6.2296e-12, aptitud: 1000.00000000000000000000, vector: 0.473648159204210830000.193169629025590260000.473648159197981200000.348354097550609090005.29222856868320330000 , tt: 174.2456
127: Viorest: 6.2296e-12, aptitud: 1000.00000000000000000000, vector: 0.473648159204210830000.193169629025590260000.473648159197981200000.348354097550609090005.29222856868320330000 , tt: 175.5365
128: Viorest: 6.2296e-12, aptitud: 1000.00000000000000000000, vector: 0.473648159204210830000.193169629025590260000.473648159197981200000.348354097550609090005.29222856868320330000 , tt: 177.1251
129: Viorest: 6.0268e-13, aptitud: 1000.00000000000000000000, vector: 0.49369310152568441000 0.24532181137328127000 0.49369310152508172000 0.4264902469767134500028.94333161695280400000 , tt: 178.5638
130: Viorest: 4.0162e-13, aptitud: 1000.00000000000000000000, vector: 0.47186465558297830000  0.07054582901757933100  0.47186465558257668000  0.24671978715236556000-37.01310190863586100000 , tt: 179.8282
131: Viorest: 2.4353e-13, aptitud: 1000.00000000000000000000, vector: 0.48476600340110626000 0.19359179025307652000 0.48476600340086273000 0.3118886794281564000010.43475078307789300000 , tt: 181.1093
132: Viorest: 2.4353e-13, aptitud: 1000.00000000000000000000, vector: 0.48476600340110626000 0.19359179025307652000 0.48476600340086273000 0.3118886794281564000010.43475078307789300000 , tt: 182.347
133: Viorest: 2.4353e-13, aptitud: 1000.00000000000000000000, vector: 0.48476600340110626000 0.19359179025307652000 0.48476600340086273000 0.3118886794281564000010.43475078307789300000 , tt: 183.6607
134: Viorest: 1.2712e-14, aptitud: 1000.00000000000000000000, vector: 0.464686486906695950000.141055745251135040000.464686486906683240000.231007119826722150003.19540814102857600000 , tt: 185.1803
135: Viorest: 1.2712e-14, aptitud: 1000.00000000000000000000, vector: 0.464686486906695950000.141055745251135040000.464686486906683240000.231007119826722150003.19540814102857600000 , tt: 186.7058
136: Viorest: 1.2712e-14, aptitud: 1000.00000000000000000000, vector: 0.464686486906695950000.141055745251135040000.464686486906683240000.231007119826722150003.19540814102857600000 , tt: 187.9306
137: Viorest: 1.2712e-14, aptitud: 1000.00000000000000000000, vector: 0.464686486906695950000.141055745251135040000.464686486906683240000.231007119826722150003.19540814102857600000 , tt: 189.1681
138: Viorest: 1.0547e-15, aptitud: 1000.00000000000000000000, vector: 0.44812072607492132000  0.08976454622125748500  0.44812072607492026000  0.27530551623782690000-18.54239830960679600000 , tt: 190.3418
139: Viorest: 1.0547e-15, aptitud: 1000.00000000000000000000, vector: 0.44812072607492132000  0.08976454622125748500  0.44812072607492026000  0.27530551623782690000-18.54239830960679600000 , tt: 191.7251
140: Viorest: 1.0547e-15, aptitud: 1000.00000000000000000000, vector: 0.44812072607492132000  0.08976454622125748500  0.44812072607492026000  0.27530551623782690000-18.54239830960679600000 , tt: 192.9672
141: Viorest: 1.0547e-15, aptitud: 1000.00000000000000000000, vector: 0.44812072607492132000  0.08976454622125748500  0.44812072607492026000  0.27530551623782690000-18.54239830960679600000 , tt: 194.3806
142: Viorest: 1.0547e-15, aptitud: 1000.00000000000000000000, vector: 0.44812072607492132000  0.08976454622125748500  0.44812072607492026000  0.27530551623782690000-18.54239830960679600000 , tt: 195.8536
143: Viorest: 1.0547e-15, aptitud: 1000.00000000000000000000, vector: 0.44812072607492132000  0.08976454622125748500  0.44812072607492026000  0.27530551623782690000-18.54239830960679600000 , tt: 197.3923
144: Viorest: 1.0547e-15, aptitud: 1000.00000000000000000000, vector: 0.44812072607492132000  0.08976454622125748500  0.44812072607492026000  0.27530551623782690000-18.54239830960679600000 , tt: 199.0435
145: Viorest: 1.0547e-15, aptitud: 1000.00000000000000000000, vector: 0.44812072607492132000  0.08976454622125748500  0.44812072607492026000  0.27530551623782690000-18.54239830960679600000 , tt: 200.3223
146: Viorest: 2.7756e-16, aptitud: 1000.00000000000000000000, vector: 0.42903483743745296000 0.14235159726946203000 0.42903483743745269000 0.26418594237041071000-9.90509358923179310000 , tt: 202.2329
