main(50, 0.9, 0.4)
70: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
71: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
72: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
73: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
74: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
75: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
76: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
77: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
78: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
79: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
80: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
81: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
82: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
83: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
84: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
85: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
86: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
87: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
88: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
89: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
90: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
91: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
92: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
93: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
94: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
95: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
96: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
97: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
98: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
99: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
100: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
101: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
102: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
103: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
104: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
105: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
106: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
107: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
108: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
109: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
110: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
111: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
112: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
113: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
114: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
115: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
116: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
117: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
118: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
119: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
120: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
121: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
122: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
123: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
124: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
125: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
126: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
127: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
128: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
129: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
130: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
131: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
132: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
133: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
134: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
135: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
136: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
137: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
138: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
139: Viorest: 5.5906e-05, aptitud: 1000.00000000000000000000, vector: 0.22654174633607360000  0.20700408877783569000  0.35811004610812625000  0.35816595198252332000-20.42456058060139400000
140: Viorest: 2.4323e-05, aptitud: 1000.00000000000000000000, vector: 0.15467025289504155000  0.12832561451255339000  0.49264126685274290000  0.49266558996640947000-42.13910942371564500000
141: Viorest: 3.5387e-06, aptitud: 1000.00000000000000000000, vector: 0.17003572470144110000 0.08367079093141885400 0.47622885488462813000 0.4762323935401996400032.66827462052139500000
142: Viorest: 3.5387e-06, aptitud: 1000.00000000000000000000, vector: 0.17003572470144110000 0.08367079093141885400 0.47622885488462813000 0.4762323935401996400032.66827462052139500000
143: Viorest: 3.5387e-06, aptitud: 1000.00000000000000000000, vector: 0.17003572470144110000 0.08367079093141885400 0.47622885488462813000 0.4762323935401996400032.66827462052139500000
144: Viorest: 3.5387e-06, aptitud: 1000.00000000000000000000, vector: 0.17003572470144110000 0.08367079093141885400 0.47622885488462813000 0.4762323935401996400032.66827462052139500000
145: Viorest: 3.5387e-06, aptitud: 1000.00000000000000000000, vector: 0.17003572470144110000 0.08367079093141885400 0.47622885488462813000 0.4762323935401996400032.66827462052139500000
146: Viorest: 3.5387e-06, aptitud: 1000.00000000000000000000, vector: 0.17003572470144110000 0.08367079093141885400 0.47622885488462813000 0.4762323935401996400032.66827462052139500000
147: Viorest: 7.435e-07, aptitud: 1000.00000000000000000000, vector: 0.18071469437188739000 0.12323648377283444000 0.46180248000571578000 0.4618032235062888300023.64058307610635300000
148: Viorest: 7.435e-07, aptitud: 1000.00000000000000000000, vector: 0.18071469437188739000 0.12323648377283444000 0.46180248000571578000 0.4618032235062888300023.64058307610635300000
149: Viorest: 7.435e-07, aptitud: 1000.00000000000000000000, vector: 0.18071469437188739000 0.12323648377283444000 0.46180248000571578000 0.4618032235062888300023.64058307610635300000
150: Viorest: 7.435e-07, aptitud: 1000.00000000000000000000, vector: 0.18071469437188739000 0.12323648377283444000 0.46180248000571578000 0.4618032235062888300023.64058307610635300000
151: Viorest: 7.435e-07, aptitud: 1000.00000000000000000000, vector: 0.18071469437188739000 0.12323648377283444000 0.46180248000571578000 0.4618032235062888300023.64058307610635300000
152: Viorest: 7.435e-07, aptitud: 1000.00000000000000000000, vector: 0.18071469437188739000 0.12323648377283444000 0.46180248000571578000 0.4618032235062888300023.64058307610635300000
153: Viorest: 7.435e-07, aptitud: 1000.00000000000000000000, vector: 0.18071469437188739000 0.12323648377283444000 0.46180248000571578000 0.4618032235062888300023.64058307610635300000
154: Viorest: 7.435e-07, aptitud: 1000.00000000000000000000, vector: 0.18071469437188739000 0.12323648377283444000 0.46180248000571578000 0.4618032235062888300023.64058307610635300000
155: Viorest: 7.435e-07, aptitud: 1000.00000000000000000000, vector: 0.18071469437188739000 0.12323648377283444000 0.46180248000571578000 0.4618032235062888300023.64058307610635300000
156: Viorest: 7.435e-07, aptitud: 1000.00000000000000000000, vector: 0.18071469437188739000 0.12323648377283444000 0.46180248000571578000 0.4618032235062888300023.64058307610635300000
157: Viorest: 7.435e-07, aptitud: 1000.00000000000000000000, vector: 0.18071469437188739000 0.12323648377283444000 0.46180248000571578000 0.4618032235062888300023.64058307610635300000
158: Viorest: 7.435e-07, aptitud: 1000.00000000000000000000, vector: 0.18071469437188739000 0.12323648377283444000 0.46180248000571578000 0.4618032235062888300023.64058307610635300000
159: Viorest: 7.435e-07, aptitud: 1000.00000000000000000000, vector: 0.18071469437188739000 0.12323648377283444000 0.46180248000571578000 0.4618032235062888300023.64058307610635300000
160: Viorest: 7.435e-07, aptitud: 1000.00000000000000000000, vector: 0.18071469437188739000 0.12323648377283444000 0.46180248000571578000 0.4618032235062888300023.64058307610635300000
161: Viorest: 5.2519e-07, aptitud: 1000.00000000000000000000, vector: 0.23508862098536487000  0.05682784697723433600  0.46549268115233772000  0.46549320634248542000-18.16028741975947400000
