get(0, 'diaryfile')

ans =

corrida12.txt

main(50, 0.9, 0.4)
24: Viorest: 8.3197e-05, aptitud: 1000.00000000000000000000, vector: 0.41904182263717143000 0.24605463855267140000 0.49503737760345984000 0.4951205748058240500032.39699046515415400000
25: Viorest: 8.3197e-05, aptitud: 1000.00000000000000000000, vector: 0.41904182263717143000 0.24605463855267140000 0.49503737760345984000 0.4951205748058240500032.39699046515415400000
26: Viorest: 8.3197e-05, aptitud: 1000.00000000000000000000, vector: 0.41904182263717143000 0.24605463855267140000 0.49503737760345984000 0.4951205748058240500032.39699046515415400000
27: Viorest: 8.3197e-05, aptitud: 1000.00000000000000000000, vector: 0.41904182263717143000 0.24605463855267140000 0.49503737760345984000 0.4951205748058240500032.39699046515415400000
28: Viorest: 8.3197e-05, aptitud: 1000.00000000000000000000, vector: 0.41904182263717143000 0.24605463855267140000 0.49503737760345984000 0.4951205748058240500032.39699046515415400000
29: Viorest: 8.3197e-05, aptitud: 1000.00000000000000000000, vector: 0.41904182263717143000 0.24605463855267140000 0.49503737760345984000 0.4951205748058240500032.39699046515415400000
30: Viorest: 8.3197e-05, aptitud: 1000.00000000000000000000, vector: 0.41904182263717143000 0.24605463855267140000 0.49503737760345984000 0.4951205748058240500032.39699046515415400000
31: Viorest: 8.3197e-05, aptitud: 1000.00000000000000000000, vector: 0.41904182263717143000 0.24605463855267140000 0.49503737760345984000 0.4951205748058240500032.39699046515415400000
32: Viorest: 8.3197e-05, aptitud: 1000.00000000000000000000, vector: 0.41904182263717143000 0.24605463855267140000 0.49503737760345984000 0.4951205748058240500032.39699046515415400000
33: Viorest: 8.3197e-05, aptitud: 1000.00000000000000000000, vector: 0.41904182263717143000 0.24605463855267140000 0.49503737760345984000 0.4951205748058240500032.39699046515415400000
34: Viorest: 8.3197e-05, aptitud: 1000.00000000000000000000, vector: 0.41904182263717143000 0.24605463855267140000 0.49503737760345984000 0.4951205748058240500032.39699046515415400000
35: Viorest: 8.3197e-05, aptitud: 1000.00000000000000000000, vector: 0.41904182263717143000 0.24605463855267140000 0.49503737760345984000 0.4951205748058240500032.39699046515415400000
36: Viorest: 8.3197e-05, aptitud: 1000.00000000000000000000, vector: 0.41904182263717143000 0.24605463855267140000 0.49503737760345984000 0.4951205748058240500032.39699046515415400000
37: Viorest: 8.3197e-05, aptitud: 1000.00000000000000000000, vector: 0.41904182263717143000 0.24605463855267140000 0.49503737760345984000 0.4951205748058240500032.39699046515415400000
38: Viorest: 8.3197e-05, aptitud: 1000.00000000000000000000, vector: 0.41904182263717143000 0.24605463855267140000 0.49503737760345984000 0.4951205748058240500032.39699046515415400000
39: Viorest: 8.3197e-05, aptitud: 1000.00000000000000000000, vector: 0.41904182263717143000 0.24605463855267140000 0.49503737760345984000 0.4951205748058240500032.39699046515415400000
40: Viorest: 8.3197e-05, aptitud: 1000.00000000000000000000, vector: 0.41904182263717143000 0.24605463855267140000 0.49503737760345984000 0.4951205748058240500032.39699046515415400000
41: Viorest: 8.3197e-05, aptitud: 1000.00000000000000000000, vector: 0.41904182263717143000 0.24605463855267140000 0.49503737760345984000 0.4951205748058240500032.39699046515415400000
42: Viorest: 8.3197e-05, aptitud: 1000.00000000000000000000, vector: 0.41904182263717143000 0.24605463855267140000 0.49503737760345984000 0.4951205748058240500032.39699046515415400000
43: Viorest: 8.3197e-05, aptitud: 1000.00000000000000000000, vector: 0.41904182263717143000 0.24605463855267140000 0.49503737760345984000 0.4951205748058240500032.39699046515415400000
44: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
45: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
46: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
47: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
48: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
49: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
50: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
51: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
52: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
53: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
54: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
55: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
56: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
57: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
58: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
59: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
60: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
61: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
62: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
63: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
64: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
65: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
66: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
67: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
68: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
69: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
70: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
71: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
72: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
73: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
74: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
75: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
76: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
77: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
78: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
79: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
80: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
81: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
82: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
83: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
84: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
85: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
86: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
87: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
88: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
89: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
90: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
91: Viorest: 3.2887e-05, aptitud: 1000.00000000000000000000, vector: 0.47234228692470004000  0.07250616433553269700  0.47230939976051445000  0.07357002793876218900-12.80204117683578400000
92: Viorest: 2.2867e-05, aptitud: 1000.00000000000000000000, vector: 0.42217694826158708000 0.08031473370978113600 0.42215408168597751000 0.12679893932197400000-4.08913302606463700000
93: Viorest: 2.2867e-05, aptitud: 1000.00000000000000000000, vector: 0.42217694826158708000 0.08031473370978113600 0.42215408168597751000 0.12679893932197400000-4.08913302606463700000
94: Viorest: 2.2867e-05, aptitud: 1000.00000000000000000000, vector: 0.42217694826158708000 0.08031473370978113600 0.42215408168597751000 0.12679893932197400000-4.08913302606463700000
95: Viorest: 3.1177e-06, aptitud: 1000.00000000000000000000, vector: 0.364925529051079560000.072506164335532697000.364922411317826210000.247077858606699790000.08260527835185271800
96: Viorest: 3.1177e-06, aptitud: 1000.00000000000000000000, vector: 0.364925529051079560000.072506164335532697000.364922411317826210000.247077858606699790000.08260527835185271800
97: Viorest: 3.1177e-06, aptitud: 1000.00000000000000000000, vector: 0.364925529051079560000.072506164335532697000.364922411317826210000.247077858606699790000.08260527835185271800
98: Viorest: 3.1177e-06, aptitud: 1000.00000000000000000000, vector: 0.364925529051079560000.072506164335532697000.364922411317826210000.247077858606699790000.08260527835185271800
99: Viorest: 3.1177e-06, aptitud: 1000.00000000000000000000, vector: 0.364925529051079560000.072506164335532697000.364922411317826210000.247077858606699790000.08260527835185271800
100: Viorest: 3.1177e-06, aptitud: 1000.00000000000000000000, vector: 0.364925529051079560000.072506164335532697000.364922411317826210000.247077858606699790000.08260527835185271800
101: Viorest: 3.1177e-06, aptitud: 1000.00000000000000000000, vector: 0.364925529051079560000.072506164335532697000.364922411317826210000.247077858606699790000.08260527835185271800
102: Viorest: 3.1177e-06, aptitud: 1000.00000000000000000000, vector: 0.364925529051079560000.072506164335532697000.364922411317826210000.247077858606699790000.08260527835185271800
103: Viorest: 3.1177e-06, aptitud: 1000.00000000000000000000, vector: 0.364925529051079560000.072506164335532697000.364922411317826210000.247077858606699790000.08260527835185271800
104: Viorest: 3.1177e-06, aptitud: 1000.00000000000000000000, vector: 0.364925529051079560000.072506164335532697000.364922411317826210000.247077858606699790000.08260527835185271800
105: Viorest: 9.1039e-07, aptitud: 1000.00000000000000000000, vector: 0.29477770758405469000  0.07565410761584923100  0.29477679719528516000  0.19088040250305890000-23.52034911564813100000
106: Viorest: 9.1039e-07, aptitud: 1000.00000000000000000000, vector: 0.29477770758405469000  0.07565410761584923100  0.29477679719528516000  0.19088040250305890000-23.52034911564813100000
107: Viorest: 3.9225e-07, aptitud: 1000.00000000000000000000, vector: 0.28679435656995517000 0.05789611041080819400 0.28679396431792203000 0.25865180254386488000-8.01526770777288530000
108: Viorest: 3.9225e-07, aptitud: 1000.00000000000000000000, vector: 0.28679435656995517000 0.05789611041080819400 0.28679396431792203000 0.25865180254386488000-8.01526770777288530000
109: Viorest: 3.9225e-07, aptitud: 1000.00000000000000000000, vector: 0.28679435656995517000 0.05789611041080819400 0.28679396431792203000 0.25865180254386488000-8.01526770777288530000
110: Viorest: 3.9225e-07, aptitud: 1000.00000000000000000000, vector: 0.28679435656995517000 0.05789611041080819400 0.28679396431792203000 0.25865180254386488000-8.01526770777288530000
111: Viorest: 3.9225e-07, aptitud: 1000.00000000000000000000, vector: 0.28679435656995517000 0.05789611041080819400 0.28679396431792203000 0.25865180254386488000-8.01526770777288530000
112: Viorest: 3.9225e-07, aptitud: 1000.00000000000000000000, vector: 0.28679435656995517000 0.05789611041080819400 0.28679396431792203000 0.25865180254386488000-8.01526770777288530000
113: Viorest: 3.6464e-08, aptitud: 1000.00000000000000000000, vector: 0.36212064025617208000 0.08784761814294309000 0.36212060379222938000 0.28572364840624781000-6.27066361109572230000
114: Viorest: 3.6464e-08, aptitud: 1000.00000000000000000000, vector: 0.36212064025617208000 0.08784761814294309000 0.36212060379222938000 0.28572364840624781000-6.27066361109572230000
115: Viorest: 3.6464e-08, aptitud: 1000.00000000000000000000, vector: 0.36212064025617208000 0.08784761814294309000 0.36212060379222938000 0.28572364840624781000-6.27066361109572230000
116: Viorest: 3.6464e-08, aptitud: 1000.00000000000000000000, vector: 0.36212064025617208000 0.08784761814294309000 0.36212060379222938000 0.28572364840624781000-6.27066361109572230000
117: Viorest: 3.6464e-08, aptitud: 1000.00000000000000000000, vector: 0.36212064025617208000 0.08784761814294309000 0.36212060379222938000 0.28572364840624781000-6.27066361109572230000
118: Viorest: 3.6464e-08, aptitud: 1000.00000000000000000000, vector: 0.36212064025617208000 0.08784761814294309000 0.36212060379222938000 0.28572364840624781000-6.27066361109572230000
119: Viorest: 2.202e-08, aptitud: 1000.00000000000000000000, vector: 0.34231437591403319000  0.06233901366587033000  0.34231435389399745000  0.27845442161373907000-20.42853379295428300000
120: Viorest: 2.202e-08, aptitud: 1000.00000000000000000000, vector: 0.34231437591403319000  0.06233901366587033000  0.34231435389399745000  0.27845442161373907000-20.42853379295428300000
121: Viorest: 2.202e-08, aptitud: 1000.00000000000000000000, vector: 0.34231437591403319000  0.06233901366587033000  0.34231435389399745000  0.27845442161373907000-20.42853379295428300000
122: Viorest: 4.8647e-09, aptitud: 1000.00000000000000000000, vector: 0.33505943716354952000  0.13702585875930631000  0.33505943229885166000  0.21350177021272732000-26.98354844709082600000
123: Viorest: 4.8647e-09, aptitud: 1000.00000000000000000000, vector: 0.33505943716354952000  0.13702585875930631000  0.33505943229885166000  0.21350177021272732000-26.98354844709082600000
124: Viorest: 4.8647e-09, aptitud: 1000.00000000000000000000, vector: 0.33505943716354952000  0.13702585875930631000  0.33505943229885166000  0.21350177021272732000-26.98354844709082600000
125: Viorest: 4.8647e-09, aptitud: 1000.00000000000000000000, vector: 0.33505943716354952000  0.13702585875930631000  0.33505943229885166000  0.21350177021272732000-26.98354844709082600000
126: Viorest: 3.3048e-09, aptitud: 1000.00000000000000000000, vector: 0.39299221312926241000  0.07011161784210459500  0.39299220982446670000  0.31587631011686274000-15.74252823047682700000
127: Viorest: 3.3048e-09, aptitud: 1000.00000000000000000000, vector: 0.39299221312926241000  0.07011161784210459500  0.39299220982446670000  0.31587631011686274000-15.74252823047682700000
128: Viorest: 6.5899e-10, aptitud: 1000.00000000000000000000, vector: 0.31510102952743996000  0.05806507987976584900  0.31510102886845315000  0.27973288928929468000-11.42030592002210900000
129: Viorest: 3.8631e-10, aptitud: 1000.00000000000000000000, vector: 0.46270498212988687000 0.19235053713448874000 0.46270498174358132000 0.2356958757555340800034.83236013630816800000
130: Viorest: 3.8631e-10, aptitud: 1000.00000000000000000000, vector: 0.46270498212988687000 0.19235053713448874000 0.46270498174358132000 0.2356958757555340800034.83236013630816800000
131: Viorest: 3.8631e-10, aptitud: 1000.00000000000000000000, vector: 0.46270498212988687000 0.19235053713448874000 0.46270498174358132000 0.2356958757555340800034.83236013630816800000
132: Viorest: 3.7253e-10, aptitud: 1000.00000000000000000000, vector: 0.35965243720340490000  0.08924865206925287900  0.35965243683087966000  0.33094585613452560000-12.55241333530459400000
133: Viorest: 3.7253e-10, aptitud: 1000.00000000000000000000, vector: 0.35965243720340490000  0.08924865206925287900  0.35965243683087966000  0.33094585613452560000-12.55241333530459400000
134: Viorest: 3.7253e-10, aptitud: 1000.00000000000000000000, vector: 0.35965243720340490000  0.08924865206925287900  0.35965243683087966000  0.33094585613452560000-12.55241333530459400000
135: Viorest: 2.2074e-10, aptitud: 1000.00000000000000000000, vector: 0.34519059210626818000 0.09417741329157418300 0.34519059188553158000 0.3220615059189673200026.04971129561944600000
136: Viorest: 1.0417e-10, aptitud: 1000.00000000000000000000, vector: 0.45182495654018356000  0.09753226345477362900  0.45182495643601756000  0.35306302169823817000-21.87072436478556300000
137: Viorest: 1.0417e-10, aptitud: 1000.00000000000000000000, vector: 0.45182495654018356000  0.09753226345477362900  0.45182495643601756000  0.35306302169823817000-21.87072436478556300000
138: Viorest: 2.223e-11, aptitud: 1000.00000000000000000000, vector: 0.37637393520550072000  0.11579124718448149000  0.37637393518327039000  0.26325246336609420000-17.47240939243585700000
139: Viorest: 2.223e-11, aptitud: 1000.00000000000000000000, vector: 0.37637393520550072000  0.11579124718448149000  0.37637393518327039000  0.26325246336609420000-17.47240939243585700000
140: Viorest: 2.223e-11, aptitud: 1000.00000000000000000000, vector: 0.37637393520550072000  0.11579124718448149000  0.37637393518327039000  0.26325246336609420000-17.47240939243585700000
141: Viorest: 2.223e-11, aptitud: 1000.00000000000000000000, vector: 0.37637393520550072000  0.11579124718448149000  0.37637393518327039000  0.26325246336609420000-17.47240939243585700000
142: Viorest: 2.223e-11, aptitud: 1000.00000000000000000000, vector: 0.37637393520550072000  0.11579124718448149000  0.37637393518327039000  0.26325246336609420000-17.47240939243585700000
143: Viorest: 2.223e-11, aptitud: 1000.00000000000000000000, vector: 0.37637393520550072000  0.11579124718448149000  0.37637393518327039000  0.26325246336609420000-17.47240939243585700000
144: Viorest: 2.223e-11, aptitud: 1000.00000000000000000000, vector: 0.37637393520550072000  0.11579124718448149000  0.37637393518327039000  0.26325246336609420000-17.47240939243585700000
145: Viorest: 2.223e-11, aptitud: 1000.00000000000000000000, vector: 0.37637393520550072000  0.11579124718448149000  0.37637393518327039000  0.26325246336609420000-17.47240939243585700000
146: Viorest: 3.1586e-14, aptitud: 1000.00000000000000000000, vector: 0.39619578078472678000  0.16610087693010911000  0.39619578078469520000  0.35787741845734089000-25.67898717033916600000
147: Viorest: 3.1586e-14, aptitud: 1000.00000000000000000000, vector: 0.39619578078472678000  0.16610087693010911000  0.39619578078469520000  0.35787741845734089000-25.67898717033916600000
148: Viorest: 3.1586e-14, aptitud: 1000.00000000000000000000, vector: 0.39619578078472678000  0.16610087693010911000  0.39619578078469520000  0.35787741845734089000-25.67898717033916600000
149: Viorest: 3.1586e-14, aptitud: 1000.00000000000000000000, vector: 0.39619578078472678000  0.16610087693010911000  0.39619578078469520000  0.35787741845734089000-25.67898717033916600000
150: Viorest: 3.1586e-14, aptitud: 1000.00000000000000000000, vector: 0.39619578078472678000  0.16610087693010911000  0.39619578078469520000  0.35787741845734089000-25.67898717033916600000
151: Viorest: 3.1586e-14, aptitud: 1000.00000000000000000000, vector: 0.39619578078472678000  0.16610087693010911000  0.39619578078469520000  0.35787741845734089000-25.67898717033916600000
152: Viorest: 3.1586e-14, aptitud: 1000.00000000000000000000, vector: 0.39619578078472678000  0.16610087693010911000  0.39619578078469520000  0.35787741845734089000-25.67898717033916600000
153: Viorest: 3.1586e-14, aptitud: 1000.00000000000000000000, vector: 0.39619578078472678000  0.16610087693010911000  0.39619578078469520000  0.35787741845734089000-25.67898717033916600000
154: Viorest: 3.1586e-14, aptitud: 1000.00000000000000000000, vector: 0.39619578078472678000  0.16610087693010911000  0.39619578078469520000  0.35787741845734089000-25.67898717033916600000
155: Viorest: 3.1586e-14, aptitud: 1000.00000000000000000000, vector: 0.39619578078472678000  0.16610087693010911000  0.39619578078469520000  0.35787741845734089000-25.67898717033916600000
156: Viorest: 3.1586e-14, aptitud: 1000.00000000000000000000, vector: 0.39619578078472678000  0.16610087693010911000  0.39619578078469520000  0.35787741845734089000-25.67898717033916600000
157: Viorest: 3.1586e-14, aptitud: 1000.00000000000000000000, vector: 0.39619578078472678000  0.16610087693010911000  0.39619578078469520000  0.35787741845734089000-25.67898717033916600000
158: Viorest: 3.1586e-14, aptitud: 1000.00000000000000000000, vector: 0.39619578078472678000  0.16610087693010911000  0.39619578078469520000  0.35787741845734089000-25.67898717033916600000
159: Viorest: 3.1586e-14, aptitud: 1000.00000000000000000000, vector: 0.39619578078472678000  0.16610087693010911000  0.39619578078469520000  0.35787741845734089000-25.67898717033916600000
160: Viorest: 3.1586e-14, aptitud: 1000.00000000000000000000, vector: 0.39619578078472678000  0.16610087693010911000  0.39619578078469520000  0.35787741845734089000-25.67898717033916600000
161: Viorest: 1.4932e-14, aptitud: 1000.00000000000000000000, vector: 0.46419566840311371000  0.06306661671262268900  0.46419566840309878000  0.35306365095744224000-26.35152076920806200000
162: Viorest: 1.4932e-14, aptitud: 1000.00000000000000000000, vector: 0.46419566840311371000  0.06306661671262268900  0.46419566840309878000  0.35306365095744224000-26.35152076920806200000
