main(50, 0.9, 0.4)
39: Viorest: 1.4345e-08, aptitud: 1000.00000000000000000000, vector: 0.28036444972891189000 0.18487908221960053000 0.43216472485492724000 0.43216473920022808000-4.91009295494666630000 , tt: 25.9086
40: Viorest: 1.4345e-08, aptitud: 1000.00000000000000000000, vector: 0.28036444972891189000 0.18487908221960053000 0.43216472485492724000 0.43216473920022808000-4.91009295494666630000 , tt: 26.5509
41: Viorest: 1.4345e-08, aptitud: 1000.00000000000000000000, vector: 0.28036444972891189000 0.18487908221960053000 0.43216472485492724000 0.43216473920022808000-4.91009295494666630000 , tt: 27.2607
42: Viorest: 1.4345e-08, aptitud: 1000.00000000000000000000, vector: 0.28036444972891189000 0.18487908221960053000 0.43216472485492724000 0.43216473920022808000-4.91009295494666630000 , tt: 28.0358
43: Viorest: 1.0255e-08, aptitud: 1000.00000000000000000000, vector: 0.24509189664642231000 0.12535612545565600000 0.36402060945919140000 0.3640206197143097700038.97401859426086200000 , tt: 28.8335
44: Viorest: 1.0255e-08, aptitud: 1000.00000000000000000000, vector: 0.24509189664642231000 0.12535612545565600000 0.36402060945919140000 0.3640206197143097700038.97401859426086200000 , tt: 29.6214
45: Viorest: 1.0255e-08, aptitud: 1000.00000000000000000000, vector: 0.24509189664642231000 0.12535612545565600000 0.36402060945919140000 0.3640206197143097700038.97401859426086200000 , tt: 30.3607
46: Viorest: 7.9116e-10, aptitud: 1000.00000000000000000000, vector: 0.30820257138223639000  0.27929626501132121000  0.37886544271566652000  0.37886544350682538000-44.83386574374952000000 , tt: 31.082
47: Viorest: 7.9116e-10, aptitud: 1000.00000000000000000000, vector: 0.30820257138223639000  0.27929626501132121000  0.37886544271566652000  0.37886544350682538000-44.83386574374952000000 , tt: 31.9583
48: Viorest: 4.4675e-10, aptitud: 1000.00000000000000000000, vector: 0.24875779847095134000  0.15988573250387772000  0.36919041019728421000  0.36919041064403246000-24.67325704721956800000 , tt: 32.843
49: Viorest: 4.4675e-10, aptitud: 1000.00000000000000000000, vector: 0.24875779847095134000  0.15988573250387772000  0.36919041019728421000  0.36919041064403246000-24.67325704721956800000 , tt: 33.6388
50: Viorest: 4.4675e-10, aptitud: 1000.00000000000000000000, vector: 0.24875779847095134000  0.15988573250387772000  0.36919041019728421000  0.36919041064403246000-24.67325704721956800000 , tt: 34.5181
51: Viorest: 4.4675e-10, aptitud: 1000.00000000000000000000, vector: 0.24875779847095134000  0.15988573250387772000  0.36919041019728421000  0.36919041064403246000-24.67325704721956800000 , tt: 35.4076
52: Viorest: 4.4675e-10, aptitud: 1000.00000000000000000000, vector: 0.24875779847095134000  0.15988573250387772000  0.36919041019728421000  0.36919041064403246000-24.67325704721956800000 , tt: 36.3977
53: Viorest: 4.4675e-10, aptitud: 1000.00000000000000000000, vector: 0.24875779847095134000  0.15988573250387772000  0.36919041019728421000  0.36919041064403246000-24.67325704721956800000 , tt: 37.3888
54: Viorest: 4.4675e-10, aptitud: 1000.00000000000000000000, vector: 0.24875779847095134000  0.15988573250387772000  0.36919041019728421000  0.36919041064403246000-24.67325704721956800000 , tt: 38.2904
55: Viorest: 1.1555e-11, aptitud: 1000.00000000000000000000, vector: 0.29180481520174434000  0.08585289605256361800  0.38381231550166423000  0.38381231551321876000-34.57405722042036400000 , tt: 38.9852
56: Viorest: 1.1555e-11, aptitud: 1000.00000000000000000000, vector: 0.29180481520174434000  0.08585289605256361800  0.38381231550166423000  0.38381231551321876000-34.57405722042036400000 , tt: 40.2844
57: Viorest: 1.1555e-11, aptitud: 1000.00000000000000000000, vector: 0.29180481520174434000  0.08585289605256361800  0.38381231550166423000  0.38381231551321876000-34.57405722042036400000 , tt: 41.1726
58: Viorest: 1.1555e-11, aptitud: 1000.00000000000000000000, vector: 0.29180481520174434000  0.08585289605256361800  0.38381231550166423000  0.38381231551321876000-34.57405722042036400000 , tt: 41.9377
59: Viorest: 1.1555e-11, aptitud: 1000.00000000000000000000, vector: 0.29180481520174434000  0.08585289605256361800  0.38381231550166423000  0.38381231551321876000-34.57405722042036400000 , tt: 42.9258
60: Viorest: 1.1555e-11, aptitud: 1000.00000000000000000000, vector: 0.29180481520174434000  0.08585289605256361800  0.38381231550166423000  0.38381231551321876000-34.57405722042036400000 , tt: 44.0642
61: Viorest: 1.1555e-11, aptitud: 1000.00000000000000000000, vector: 0.29180481520174434000  0.08585289605256361800  0.38381231550166423000  0.38381231551321876000-34.57405722042036400000 , tt: 45.2414
62: Viorest: 4.678e-12, aptitud: 1000.00000000000000000000, vector: 0.13961527489648456000  0.09235460736352178700  0.36380118443162213000  0.36380118443630016000-38.63516336532619300000 , tt: 46.1416
63: Viorest: 4.678e-12, aptitud: 1000.00000000000000000000, vector: 0.13961527489648456000  0.09235460736352178700  0.36380118443162213000  0.36380118443630016000-38.63516336532619300000 , tt: 47.0554
64: Viorest: 4.678e-12, aptitud: 1000.00000000000000000000, vector: 0.13961527489648456000  0.09235460736352178700  0.36380118443162213000  0.36380118443630016000-38.63516336532619300000 , tt: 47.913
65: Viorest: 4.678e-12, aptitud: 1000.00000000000000000000, vector: 0.13961527489648456000  0.09235460736352178700  0.36380118443162213000  0.36380118443630016000-38.63516336532619300000 , tt: 49.2542
66: Viorest: 4.678e-12, aptitud: 1000.00000000000000000000, vector: 0.13961527489648456000  0.09235460736352178700  0.36380118443162213000  0.36380118443630016000-38.63516336532619300000 , tt: 50.3551
67: Viorest: 4.678e-12, aptitud: 1000.00000000000000000000, vector: 0.13961527489648456000  0.09235460736352178700  0.36380118443162213000  0.36380118443630016000-38.63516336532619300000 , tt: 51.5447
68: Viorest: 2.3916e-12, aptitud: 1000.00000000000000000000, vector: 0.23502954965537740000  0.07160742506951678400  0.38158976907859254000  0.38158976908098413000-14.16398979972402300000 , tt: 52.8032
69: Viorest: 2.3916e-12, aptitud: 1000.00000000000000000000, vector: 0.23502954965537740000  0.07160742506951678400  0.38158976907859254000  0.38158976908098413000-14.16398979972402300000 , tt: 54.0301
70: Viorest: 4.2211e-13, aptitud: 1000.00000000000000000000, vector: 0.10342303444757649000  0.09652031568836097500  0.42841028618851112000  0.42841028618893323000-11.57349034241234500000 , tt: 55.3755
71: Viorest: 4.2211e-13, aptitud: 1000.00000000000000000000, vector: 0.10342303444757649000  0.09652031568836097500  0.42841028618851112000  0.42841028618893323000-11.57349034241234500000 , tt: 56.6015
72: Viorest: 2.9238e-13, aptitud: 1000.00000000000000000000, vector: 0.13183222194921404000  0.09656354325323221500  0.34807495469880101000  0.34807495469909339000-33.86072850551391200000 , tt: 57.6176
73: Viorest: 2.9238e-13, aptitud: 1000.00000000000000000000, vector: 0.13183222194921404000  0.09656354325323221500  0.34807495469880101000  0.34807495469909339000-33.86072850551391200000 , tt: 58.66
74: Viorest: 2.1055e-13, aptitud: 1000.00000000000000000000, vector: 0.25847122240649939000 0.11484317407546724000 0.33351249955003048000 0.3335124995502410400012.65236781827637500000 , tt: 59.6447
75: Viorest: 2.1055e-13, aptitud: 1000.00000000000000000000, vector: 0.25847122240649939000 0.11484317407546724000 0.33351249955003048000 0.3335124995502410400012.65236781827637500000 , tt: 60.6409
76: Viorest: 4.835e-14, aptitud: 1000.00000000000000000000, vector: 0.16486649078724883000  0.08812799420272567100  0.34581595529281317000  0.34581595529286152000-28.38239254910335400000 , tt: 61.8917
77: Viorest: 4.835e-14, aptitud: 1000.00000000000000000000, vector: 0.16486649078724883000  0.08812799420272567100  0.34581595529281317000  0.34581595529286152000-28.38239254910335400000 , tt: 63.1623
78: Viorest: 4.835e-14, aptitud: 1000.00000000000000000000, vector: 0.16486649078724883000  0.08812799420272567100  0.34581595529281317000  0.34581595529286152000-28.38239254910335400000 , tt: 64.4958
79: Viorest: 3.3806e-14, aptitud: 1000.00000000000000000000, vector: 0.19567161629977933000  0.06524912011579733800  0.41688981122735785000  0.41688981122739166000-36.34988760537271400000 , tt: 65.6368
80: Viorest: 3.3806e-14, aptitud: 1000.00000000000000000000, vector: 0.19567161629977933000  0.06524912011579733800  0.41688981122735785000  0.41688981122739166000-36.34988760537271400000 , tt: 66.5248
81: Viorest: 3.3806e-14, aptitud: 1000.00000000000000000000, vector: 0.19567161629977933000  0.06524912011579733800  0.41688981122735785000  0.41688981122739166000-36.34988760537271400000 , tt: 67.7858
82: Viorest: 3.364e-14, aptitud: 1000.00000000000000000000, vector: 0.23800443109492181000  0.05503137206136472800  0.47703348501604148000  0.47703348501607512000-22.02833813160654900000 , tt: 68.6102
83: Viorest: 2.1649e-15, aptitud: 1000.00000000000000000000, vector: 0.11826304658864129000  0.08492584252122800700  0.38256452865843615000  0.38256452865843832000-15.08179118359719200000 , tt: 70.145
84: Viorest: 2.1649e-15, aptitud: 1000.00000000000000000000, vector: 0.11826304658864129000  0.08492584252122800700  0.38256452865843615000  0.38256452865843832000-15.08179118359719200000 , tt: 71.4061
85: Viorest: 2.1649e-15, aptitud: 1000.00000000000000000000, vector: 0.11826304658864129000  0.08492584252122800700  0.38256452865843615000  0.38256452865843832000-15.08179118359719200000 , tt: 72.6751
86: Viorest: 2.1649e-15, aptitud: 1000.00000000000000000000, vector: 0.11826304658864129000  0.08492584252122800700  0.38256452865843615000  0.38256452865843832000-15.08179118359719200000 , tt: 73.9454
87: Viorest: 2.1649e-15, aptitud: 1000.00000000000000000000, vector: 0.11826304658864129000  0.08492584252122800700  0.38256452865843615000  0.38256452865843832000-15.08179118359719200000 , tt: 75.4775
88: Viorest: 2.1649e-15, aptitud: 1000.00000000000000000000, vector: 0.11826304658864129000  0.08492584252122800700  0.38256452865843615000  0.38256452865843832000-15.08179118359719200000 , tt: 77.2687
89: Viorest: 2.1649e-15, aptitud: 1000.00000000000000000000, vector: 0.11826304658864129000  0.08492584252122800700  0.38256452865843615000  0.38256452865843832000-15.08179118359719200000 , tt: 78.8943
90: Viorest: 2.1649e-15, aptitud: 1000.00000000000000000000, vector: 0.11826304658864129000  0.08492584252122800700  0.38256452865843615000  0.38256452865843832000-15.08179118359719200000 , tt: 80.466
91: Viorest: 1.5821e-15, aptitud: 1000.00000000000000000000, vector: 0.14534701292849650000  0.10962324036500298000  0.16681794163127545000  0.16681794163127703000-21.51863626405948800000 , tt: 82.1356
92: Viorest: 1.5821e-15, aptitud: 1000.00000000000000000000, vector: 0.14534701292849650000  0.10962324036500298000  0.16681794163127545000  0.16681794163127703000-21.51863626405948800000 , tt: 83.7577
93: Viorest: 1.5821e-15, aptitud: 1000.00000000000000000000, vector: 0.14534701292849650000  0.10962324036500298000  0.16681794163127545000  0.16681794163127703000-21.51863626405948800000 , tt: 85.3324
94: Viorest: 1.5821e-15, aptitud: 1000.00000000000000000000, vector: 0.14534701292849650000  0.10962324036500298000  0.16681794163127545000  0.16681794163127703000-21.51863626405948800000 , tt: 87.0226
95: Viorest: 4.1633e-16, aptitud: 1000.00000000000000000000, vector: 0.13119439834836955000  0.11943427106377200000  0.16022268714713805000  0.16022268714713847000-16.80663698641826900000 , tt: 88.4465
96: Viorest: 4.1633e-16, aptitud: 1000.00000000000000000000, vector: 0.13119439834836955000  0.11943427106377200000  0.16022268714713805000  0.16022268714713847000-16.80663698641826900000 , tt: 90.0595
97: Viorest: 3.8858e-16, aptitud: 1000.00000000000000000000, vector: 0.25529618561774853000  0.09052404143064687900  0.35147457564246470000  0.35147457564246509000-18.07003432537833000000 , tt: 91.7071
98: Viorest: 3.3307e-16, aptitud: 1000.00000000000000000000, vector: 0.173365361826120060000.099578626997184019000.314496700846059020000.314496700846059350009.15032117093471700000 , tt: 93.5975
99: Viorest: 3.3307e-16, aptitud: 1000.00000000000000000000, vector: 0.142704806006214880000.080494215431814259000.332100986660016860000.332100986660017190009.12172293910780850000 , tt: 95.1986
100: Viorest: 3.3307e-16, aptitud: 1000.00000000000000000000, vector: 0.142704806006214880000.080494215431814259000.332100986660016860000.332100986660017190009.12172293910780850000 , tt: 96.8605
101: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.17228551157807159000 0.11754597266263098000 0.26462042022778193000 0.26462042022778198000-7.89235606228085910000 , tt: 98.4422
102: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.17228551157807159000 0.11754597266263098000 0.26462042022778193000 0.26462042022778198000-7.89235606228085910000 , tt: 100.0558
103: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.17228551157807159000 0.11754597266263098000 0.26462042022778193000 0.26462042022778198000-7.89235606228085910000 , tt: 102.0336
104: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.17228551157807159000 0.11754597266263098000 0.26462042022778193000 0.26462042022778198000-7.89235606228085910000 , tt: 103.5547
105: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.17228551157807159000 0.11754597266263098000 0.26462042022778193000 0.26462042022778198000-7.89235606228085910000 , tt: 105.3071
106: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.21646979289892246000 0.07104769786208738100 0.33673555906406227000 0.33673555906406233000-8.04137002337480310000 , tt: 106.8724
107: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.21646979289892246000 0.07104769786208738100 0.33673555906406227000 0.33673555906406233000-8.04137002337480310000 , tt: 108.765
108: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.12823879470452285000 0.05331591834763557700 0.27640582050764340000 0.27640582050764345000-4.71099075607952590000 , tt: 110.3978
109: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.08493742873778778500 0.05804155984905500600 0.25470145157639779000 0.25470145157639784000-3.25788844568235090000 , tt: 111.852
110: Viorest: 2.7756e-17, aptitud: 1000.00000000000000000000, vector: 0.10626837767552272000 0.10040064036955829000 0.24270585604002759000 0.2427058560400276200012.01704131220009200000 , tt: 113.4432
111: Viorest: 2.7756e-17, aptitud: 1000.00000000000000000000, vector: 0.10626837767552272000 0.10040064036955829000 0.24270585604002759000 0.2427058560400276200012.01704131220009200000 , tt: 114.6097
112: Viorest: 2.7756e-17, aptitud: 1000.00000000000000000000, vector: 0.07073555030014779000  0.05179102724749323800  0.24614496553168197000  0.24614496553168200000-22.02520376072877200000 , tt: 116.0271
113: Viorest: 2.7756e-17, aptitud: 1000.00000000000000000000, vector: 0.12788715534347131000 0.08816973119365213700 0.21893381571643050000 0.21893381571643053000-5.41213971809861150000 , tt: 117.1639
114: Viorest: 2.7756e-17, aptitud: 1000.00000000000000000000, vector: 0.11378055346901772000  0.05414701214782797300  0.17342812434914007000  0.17342812434914009000-33.72382561666746200000 , tt: 118.3977
115: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.08897729386945688000 0.07361460401641915800 0.12218059771833321000 0.12218059771833323000-1.77607984955078630000 , tt: 119.7923
116: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.08897729386945688000 0.07361460401641915800 0.12218059771833321000 0.12218059771833323000-1.77607984955078630000 , tt: 121.1231
117: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.08897729386945688000 0.07361460401641915800 0.12218059771833321000 0.12218059771833323000-1.77607984955078630000 , tt: 123.0312
118: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.08897729386945688000 0.07361460401641915800 0.12218059771833321000 0.12218059771833323000-1.77607984955078630000 , tt: 124.7922
119: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.09410361306503467500 0.07015921534956667800 0.10773187629448015000 0.10773187629448017000-0.00136514465222425940 , tt: 126.0518
120: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.07743001903185635400 0.06644019581202355300 0.08769594555055096300 0.0876959455505509770013.59116220747443800000 , tt: 127.647
121: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.07743001903185635400 0.06644019581202355300 0.08769594555055096300 0.0876959455505509770013.59116220747443800000 , tt: 129.174
122: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.07743001903185635400 0.06644019581202355300 0.08769594555055096300 0.0876959455505509770013.59116220747443800000 , tt: 130.5319
123: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.08991778649012159600  0.06993165707564914800  0.10892957199672866000  0.10892957199672867000-16.39134489935722900000 , tt: 132.1571
124: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.05718849371746262400 0.05687698511964423700 0.10476061226393980000 0.1047606122639398200016.80112909485272600000 , tt: 133.7655
125: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.05718849371746262400 0.05687698511964423700 0.10476061226393980000 0.1047606122639398200016.80112909485272600000 , tt: 136.1585
126: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.05718849371746262400 0.05687698511964423700 0.10476061226393980000 0.1047606122639398200016.80112909485272600000 , tt: 137.5157
127: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.05718849371746262400 0.05687698511964423700 0.10476061226393980000 0.1047606122639398200016.80112909485272600000 , tt: 139.798
128: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.05718849371746262400 0.05687698511964423700 0.10476061226393980000 0.1047606122639398200016.80112909485272600000 , tt: 144.6398
129: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.05718849371746262400 0.05687698511964423700 0.10476061226393980000 0.1047606122639398200016.80112909485272600000 , tt: 147.2652
130: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.05718849371746262400 0.05687698511964423700 0.10476061226393980000 0.1047606122639398200016.80112909485272600000 , tt: 149.7637
131: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.05718849371746262400 0.05687698511964423700 0.10476061226393980000 0.1047606122639398200016.80112909485272600000 , tt: 151.7882
132: Viorest: 1.3878e-17, aptitud: 1000.00000000000000000000, vector: 0.05718849371746262400 0.05687698511964423700 0.10476061226393980000 0.1047606122639398200016.80112909485272600000 , tt: 154.3662
133: Viorest: 6.9389e-18, aptitud: 1000.00000000000000000000, vector: 0.05238184324045335600 0.05179102724749323800 0.05606416016379681100 0.05606416016379681800-3.02325447190942500000 , tt: 156.5169
134: Viorest: 6.9389e-18, aptitud: 1000.00000000000000000000, vector: 0.05238184324045335600 0.05179102724749323800 0.05606416016379681100 0.05606416016379681800-3.02325447190942500000 , tt: 159.699
135: Viorest: 6.9389e-18, aptitud: 1000.00000000000000000000, vector: 0.05238184324045335600 0.05179102724749323800 0.05606416016379681100 0.05606416016379681800-3.02325447190942500000 , tt: 161.9191
136: Viorest: 6.9389e-18, aptitud: 1000.00000000000000000000, vector: 0.05238184324045335600 0.05179102724749323800 0.05606416016379681100 0.05606416016379681800-3.02325447190942500000 , tt: 164.8916
137: Viorest: 6.9389e-18, aptitud: 1000.00000000000000000000, vector: 0.05238184324045335600 0.05179102724749323800 0.05606416016379681100 0.05606416016379681800-3.02325447190942500000 , tt: 166.5571
138: Viorest: 6.9389e-18, aptitud: 1000.00000000000000000000, vector: 0.05238184324045335600 0.05179102724749323800 0.05606416016379681100 0.05606416016379681800-3.02325447190942500000 , tt: 170.2602
139: Viorest: 6.9389e-18, aptitud: 1000.00000000000000000000, vector: 0.05238184324045335600 0.05179102724749323800 0.05606416016379681100 0.05606416016379681800-3.02325447190942500000 , tt: 172.3198
140: Viorest: 6.9389e-18, aptitud: 1000.00000000000000000000, vector: 0.05238184324045335600 0.05179102724749323800 0.05606416016379681100 0.05606416016379681800-3.02325447190942500000 , tt: 174.5681
141: Viorest: 6.9389e-18, aptitud: 1000.00000000000000000000, vector: 0.05238184324045335600 0.05179102724749323800 0.05606416016379681100 0.05606416016379681800-3.02325447190942500000 , tt: 176.4994
142: Viorest: 6.9389e-18, aptitud: 1000.00000000000000000000, vector: 0.05315407088250979900  0.05012754719606588000  0.06249614924295502500  0.06249614924295503200-38.50376518449223800000 , tt: 178.4713
143: Viorest: 6.9389e-18, aptitud: 1000.00000000000000000000, vector: 0.05315407088250979900  0.05012754719606588000  0.06249614924295502500  0.06249614924295503200-38.50376518449223800000 , tt: 182.5657
144: Viorest: 6.9389e-18, aptitud: 1000.00000000000000000000, vector: 0.05315407088250979900  0.05012754719606588000  0.06249614924295502500  0.06249614924295503200-38.50376518449223800000 , tt: 185.5345
