main(50, .9, .4)
69: Viorest: 0.00017623, aptitud: 1000.00000000000000000000, vector: 0.38037393290377575000 0.27798883390105172000 0.42199940377095002000 0.4221756355383956000042.20741913532782500000 , tt: 77.1357
70: Viorest: 0.00017623, aptitud: 1000.00000000000000000000, vector: 0.38037393290377575000 0.27798883390105172000 0.42199940377095002000 0.4221756355383956000042.20741913532782500000 , tt: 78.5891
71: Viorest: 0.00017623, aptitud: 1000.00000000000000000000, vector: 0.38037393290377575000 0.27798883390105172000 0.42199940377095002000 0.4221756355383956000042.20741913532782500000 , tt: 80.1874
72: Viorest: 0.00017623, aptitud: 1000.00000000000000000000, vector: 0.38037393290377575000 0.27798883390105172000 0.42199940377095002000 0.4221756355383956000042.20741913532782500000 , tt: 81.1952
73: Viorest: 0.00017623, aptitud: 1000.00000000000000000000, vector: 0.38037393290377575000 0.27798883390105172000 0.42199940377095002000 0.4221756355383956000042.20741913532782500000 , tt: 82.2615
74: Viorest: 0.00017623, aptitud: 1000.00000000000000000000, vector: 0.38037393290377575000 0.27798883390105172000 0.42199940377095002000 0.4221756355383956000042.20741913532782500000 , tt: 83.4278
75: Viorest: 0.00017623, aptitud: 1000.00000000000000000000, vector: 0.38037393290377575000 0.27798883390105172000 0.42199940377095002000 0.4221756355383956000042.20741913532782500000 , tt: 84.4351
76: Viorest: 0.00017623, aptitud: 1000.00000000000000000000, vector: 0.38037393290377575000 0.27798883390105172000 0.42199940377095002000 0.4221756355383956000042.20741913532782500000 , tt: 85.4776
77: Viorest: 0.00017623, aptitud: 1000.00000000000000000000, vector: 0.38037393290377575000 0.27798883390105172000 0.42199940377095002000 0.4221756355383956000042.20741913532782500000 , tt: 86.6626
78: Viorest: 0.00017623, aptitud: 1000.00000000000000000000, vector: 0.38037393290377575000 0.27798883390105172000 0.42199940377095002000 0.4221756355383956000042.20741913532782500000 , tt: 87.7654
79: Viorest: 0.00017623, aptitud: 1000.00000000000000000000, vector: 0.38037393290377575000 0.27798883390105172000 0.42199940377095002000 0.4221756355383956000042.20741913532782500000 , tt: 88.6738
80: Viorest: 0.00017623, aptitud: 1000.00000000000000000000, vector: 0.38037393290377575000 0.27798883390105172000 0.42199940377095002000 0.4221756355383956000042.20741913532782500000 , tt: 89.7216
81: Viorest: 0.00017623, aptitud: 1000.00000000000000000000, vector: 0.38037393290377575000 0.27798883390105172000 0.42199940377095002000 0.4221756355383956000042.20741913532782500000 , tt: 90.8377
82: Viorest: 0.00017623, aptitud: 1000.00000000000000000000, vector: 0.38037393290377575000 0.27798883390105172000 0.42199940377095002000 0.4221756355383956000042.20741913532782500000 , tt: 91.8203
83: Viorest: 0.00017623, aptitud: 1000.00000000000000000000, vector: 0.38037393290377575000 0.27798883390105172000 0.42199940377095002000 0.4221756355383956000042.20741913532782500000 , tt: 92.8698
84: Viorest: 0.00017623, aptitud: 1000.00000000000000000000, vector: 0.38037393290377575000 0.27798883390105172000 0.42199940377095002000 0.4221756355383956000042.20741913532782500000 , tt: 94.0763
85: Viorest: 0.00017623, aptitud: 1000.00000000000000000000, vector: 0.38037393290377575000 0.27798883390105172000 0.42199940377095002000 0.4221756355383956000042.20741913532782500000 , tt: 95.1132
86: Viorest: 0.00017623, aptitud: 1000.00000000000000000000, vector: 0.38037393290377575000 0.27798883390105172000 0.42199940377095002000 0.4221756355383956000042.20741913532782500000 , tt: 96.2276
87: Viorest: 0.00017623, aptitud: 1000.00000000000000000000, vector: 0.38037393290377575000 0.27798883390105172000 0.42199940377095002000 0.4221756355383956000042.20741913532782500000 , tt: 97.1219
88: Viorest: 0.00017623, aptitud: 1000.00000000000000000000, vector: 0.38037393290377575000 0.27798883390105172000 0.42199940377095002000 0.4221756355383956000042.20741913532782500000 , tt: 98.2938
89: Viorest: 0.00017623, aptitud: 1000.00000000000000000000, vector: 0.38037393290377575000 0.27798883390105172000 0.42199940377095002000 0.4221756355383956000042.20741913532782500000 , tt: 99.3769
90: Viorest: 0.00017623, aptitud: 1000.00000000000000000000, vector: 0.38037393290377575000 0.27798883390105172000 0.42199940377095002000 0.4221756355383956000042.20741913532782500000 , tt: 100.4496
91: Viorest: 0.00017623, aptitud: 1000.00000000000000000000, vector: 0.38037393290377575000 0.27798883390105172000 0.42199940377095002000 0.4221756355383956000042.20741913532782500000 , tt: 101.435
92: Viorest: 0.00017623, aptitud: 1000.00000000000000000000, vector: 0.38037393290377575000 0.27798883390105172000 0.42199940377095002000 0.4221756355383956000042.20741913532782500000 , tt: 102.4435
