main(50, 0.9, 0.4)
21: Viorest: 0.0002701, aptitud: 1000.00000000000000000000, vector: 0.14172681486402636000 0.05350762401481992000 0.41806335976727987000 0.4183334645499235400018.03358900803224800000 , tt: 22.1319
22: Viorest: 0.0002701, aptitud: 1000.00000000000000000000, vector: 0.14172681486402636000 0.05350762401481992000 0.41806335976727987000 0.4183334645499235400018.03358900803224800000 , tt: 23.1247
23: Viorest: 0.0002701, aptitud: 1000.00000000000000000000, vector: 0.14172681486402636000 0.05350762401481992000 0.41806335976727987000 0.4183334645499235400018.03358900803224800000 , tt: 24.2688
24: Viorest: 0.0002701, aptitud: 1000.00000000000000000000, vector: 0.14172681486402636000 0.05350762401481992000 0.41806335976727987000 0.4183334645499235400018.03358900803224800000 , tt: 25.3264
25: Viorest: 0.0002701, aptitud: 1000.00000000000000000000, vector: 0.14172681486402636000 0.05350762401481992000 0.41806335976727987000 0.4183334645499235400018.03358900803224800000 , tt: 26.6486
26: Viorest: 0.0002701, aptitud: 1000.00000000000000000000, vector: 0.14172681486402636000 0.05350762401481992000 0.41806335976727987000 0.4183334645499235400018.03358900803224800000 , tt: 27.8639
27: Viorest: 0.0002701, aptitud: 1000.00000000000000000000, vector: 0.14172681486402636000 0.05350762401481992000 0.41806335976727987000 0.4183334645499235400018.03358900803224800000 , tt: 29.225
28: Viorest: 0.0002701, aptitud: 1000.00000000000000000000, vector: 0.14172681486402636000 0.05350762401481992000 0.41806335976727987000 0.4183334645499235400018.03358900803224800000 , tt: 30.4218
29: Viorest: 0.0002701, aptitud: 1000.00000000000000000000, vector: 0.14172681486402636000 0.05350762401481992000 0.41806335976727987000 0.4183334645499235400018.03358900803224800000 , tt: 31.6598
30: Viorest: 0.0002701, aptitud: 1000.00000000000000000000, vector: 0.14172681486402636000 0.05350762401481992000 0.41806335976727987000 0.4183334645499235400018.03358900803224800000 , tt: 32.7101
31: Viorest: 0.0001021, aptitud: 1000.00000000000000000000, vector: 0.32324783118710376000 0.12663360600528339000 0.43772765196743124000 0.4378297485911923900016.62617813487776900000 , tt: 33.735
32: Viorest: 0.0001021, aptitud: 1000.00000000000000000000, vector: 0.32324783118710376000 0.12663360600528339000 0.43772765196743124000 0.4378297485911923900016.62617813487776900000 , tt: 34.8122
33: Viorest: 0.0001021, aptitud: 1000.00000000000000000000, vector: 0.32324783118710376000 0.12663360600528339000 0.43772765196743124000 0.4378297485911923900016.62617813487776900000 , tt: 36.2908
34: Viorest: 0.0001021, aptitud: 1000.00000000000000000000, vector: 0.32324783118710376000 0.12663360600528339000 0.43772765196743124000 0.4378297485911923900016.62617813487776900000 , tt: 37.6397
35: Viorest: 0.0001021, aptitud: 1000.00000000000000000000, vector: 0.32324783118710376000 0.12663360600528339000 0.43772765196743124000 0.4378297485911923900016.62617813487776900000 , tt: 38.8827
36: Viorest: 0.0001021, aptitud: 1000.00000000000000000000, vector: 0.32324783118710376000 0.12663360600528339000 0.43772765196743124000 0.4378297485911923900016.62617813487776900000 , tt: 39.9681
37: Viorest: 0.0001021, aptitud: 1000.00000000000000000000, vector: 0.32324783118710376000 0.12663360600528339000 0.43772765196743124000 0.4378297485911923900016.62617813487776900000 , tt: 41.4321
38: Viorest: 0.0001021, aptitud: 1000.00000000000000000000, vector: 0.32324783118710376000 0.12663360600528339000 0.43772765196743124000 0.4378297485911923900016.62617813487776900000 , tt: 42.8312
39: Viorest: 0.0001021, aptitud: 1000.00000000000000000000, vector: 0.32324783118710376000 0.12663360600528339000 0.43772765196743124000 0.4378297485911923900016.62617813487776900000 , tt: 44.3074
40: Viorest: 0.0001021, aptitud: 1000.00000000000000000000, vector: 0.32324783118710376000 0.12663360600528339000 0.43772765196743124000 0.4378297485911923900016.62617813487776900000 , tt: 45.627
41: Viorest: 0.0001021, aptitud: 1000.00000000000000000000, vector: 0.32324783118710376000 0.12663360600528339000 0.43772765196743124000 0.4378297485911923900016.62617813487776900000 , tt: 47.0521
42: Viorest: 0.0001021, aptitud: 1000.00000000000000000000, vector: 0.32324783118710376000 0.12663360600528339000 0.43772765196743124000 0.4378297485911923900016.62617813487776900000 , tt: 48.3292
43: Viorest: 0.0001021, aptitud: 1000.00000000000000000000, vector: 0.32324783118710376000 0.12663360600528339000 0.43772765196743124000 0.4378297485911923900016.62617813487776900000 , tt: 49.5303
44: Viorest: 0.0001021, aptitud: 1000.00000000000000000000, vector: 0.32324783118710376000 0.12663360600528339000 0.43772765196743124000 0.4378297485911923900016.62617813487776900000 , tt: 50.6374
45: Viorest: 0.0001021, aptitud: 1000.00000000000000000000, vector: 0.32324783118710376000 0.12663360600528339000 0.43772765196743124000 0.4378297485911923900016.62617813487776900000 , tt: 52.0612
46: Viorest: 0.0001021, aptitud: 1000.00000000000000000000, vector: 0.32324783118710376000 0.12663360600528339000 0.43772765196743124000 0.4378297485911923900016.62617813487776900000 , tt: 53.5534
47: Viorest: 0.0001021, aptitud: 1000.00000000000000000000, vector: 0.32324783118710376000 0.12663360600528339000 0.43772765196743124000 0.4378297485911923900016.62617813487776900000 , tt: 54.8771
48: Viorest: 0.0001021, aptitud: 1000.00000000000000000000, vector: 0.32324783118710376000 0.12663360600528339000 0.43772765196743124000 0.4378297485911923900016.62617813487776900000 , tt: 56.0904
49: Viorest: 0.0001021, aptitud: 1000.00000000000000000000, vector: 0.32324783118710376000 0.12663360600528339000 0.43772765196743124000 0.4378297485911923900016.62617813487776900000 , tt: 57.2139
50: Viorest: 0.0001021, aptitud: 1000.00000000000000000000, vector: 0.32324783118710376000 0.12663360600528339000 0.43772765196743124000 0.4378297485911923900016.62617813487776900000 , tt: 58.6001
51: Viorest: 0.0001021, aptitud: 1000.00000000000000000000, vector: 0.32324783118710376000 0.12663360600528339000 0.43772765196743124000 0.4378297485911923900016.62617813487776900000 , tt: 59.8148
52: Viorest: 0.0001021, aptitud: 1000.00000000000000000000, vector: 0.32324783118710376000 0.12663360600528339000 0.43772765196743124000 0.4378297485911923900016.62617813487776900000 , tt: 61.3267
53: Viorest: 0.0001021, aptitud: 1000.00000000000000000000, vector: 0.32324783118710376000 0.12663360600528339000 0.43772765196743124000 0.4378297485911923900016.62617813487776900000 , tt: 62.3542
54: Viorest: 0.0001021, aptitud: 1000.00000000000000000000, vector: 0.32324783118710376000 0.12663360600528339000 0.43772765196743124000 0.4378297485911923900016.62617813487776900000 , tt: 63.7672
55: Viorest: 0.0001021, aptitud: 1000.00000000000000000000, vector: 0.32324783118710376000 0.12663360600528339000 0.43772765196743124000 0.4378297485911923900016.62617813487776900000 , tt: 64.9372
56: Viorest: 0.0001021, aptitud: 1000.00000000000000000000, vector: 0.32324783118710376000 0.12663360600528339000 0.43772765196743124000 0.4378297485911923900016.62617813487776900000 , tt: 66.0035
57: Viorest: 0.0001021, aptitud: 1000.00000000000000000000, vector: 0.32324783118710376000 0.12663360600528339000 0.43772765196743124000 0.4378297485911923900016.62617813487776900000 , tt: 67.0382
58: Viorest: 0.0001021, aptitud: 1000.00000000000000000000, vector: 0.32324783118710376000 0.12663360600528339000 0.43772765196743124000 0.4378297485911923900016.62617813487776900000 , tt: 68.346
59: Viorest: 0.0001021, aptitud: 1000.00000000000000000000, vector: 0.32324783118710376000 0.12663360600528339000 0.43772765196743124000 0.4378297485911923900016.62617813487776900000 , tt: 69.6561
60: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 70.9759
61: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 72.0562
62: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 73.3129
63: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 74.8301
64: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 76.4155
65: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 77.564
66: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 78.9385
67: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 80.438
68: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 81.6811
69: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 82.9928
70: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 84.1281
71: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 85.4191
72: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 86.9198
73: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 88.3684
74: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 89.6874
75: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 91.0212
76: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 92.6651
77: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 93.8669
78: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 95.0418
79: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 96.479
80: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 97.8066
81: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 99.0838
82: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 100.4616
83: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 101.8499
84: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 103.335
85: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 104.5079
86: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 105.7566
87: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 107.152
88: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 108.7817
89: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 110.0782
90: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 111.2671
91: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 112.5641
92: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 114.2039
93: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 115.6779
94: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 116.7768
95: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 118.1897
96: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 119.5224
97: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 120.7259
98: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 121.967
99: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 123.1312
100: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 124.5764
101: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 125.8336
102: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 127.2278
103: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 128.6948
104: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 130.4426
105: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 131.8605
106: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 133.3012
107: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 134.5426
108: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 136.1568
109: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 137.5356
110: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 138.9944
111: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 140.6545
112: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 142.1406
113: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 143.6192
114: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 144.842
115: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 146.4833
116: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 147.8393
117: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 149.2
118: Viorest: 4.7412e-05, aptitud: 1000.00000000000000000000, vector: 0.47364354025222688000  0.15685845780873192000  0.49889550509932501000  0.49894291741398766000-16.18318522990066600000 , tt: 150.7007
119: Viorest: 1.5097e-05, aptitud: 1000.00000000000000000000, vector: 0.42797396439842106000  0.27544671023218187000  0.49427677598417785000  0.49429187269737707000-14.46965220241356000000 , tt: 152.0118
120: Viorest: 5.3891e-06, aptitud: 1000.00000000000000000000, vector: 0.438865275363243490000.194938157166116120000.481729090534997790000.481734479590496810007.39246372203334450000 , tt: 153.6889
121: Viorest: 5.3891e-06, aptitud: 1000.00000000000000000000, vector: 0.438865275363243490000.194938157166116120000.481729090534997790000.481734479590496810007.39246372203334450000 , tt: 154.8766
122: Viorest: 5.3891e-06, aptitud: 1000.00000000000000000000, vector: 0.438865275363243490000.194938157166116120000.481729090534997790000.481734479590496810007.39246372203334450000 , tt: 156.1435
123: Viorest: 5.3891e-06, aptitud: 1000.00000000000000000000, vector: 0.438865275363243490000.194938157166116120000.481729090534997790000.481734479590496810007.39246372203334450000 , tt: 157.7037
124: Viorest: 5.3891e-06, aptitud: 1000.00000000000000000000, vector: 0.438865275363243490000.194938157166116120000.481729090534997790000.481734479590496810007.39246372203334450000 , tt: 159.2171
125: Viorest: 5.3891e-06, aptitud: 1000.00000000000000000000, vector: 0.438865275363243490000.194938157166116120000.481729090534997790000.481734479590496810007.39246372203334450000 , tt: 160.6586
126: Viorest: 5.3891e-06, aptitud: 1000.00000000000000000000, vector: 0.438865275363243490000.194938157166116120000.481729090534997790000.481734479590496810007.39246372203334450000 , tt: 162.0798
127: Viorest: 5.3891e-06, aptitud: 1000.00000000000000000000, vector: 0.438865275363243490000.194938157166116120000.481729090534997790000.481734479590496810007.39246372203334450000 , tt: 163.385
128: Viorest: 5.3891e-06, aptitud: 1000.00000000000000000000, vector: 0.438865275363243490000.194938157166116120000.481729090534997790000.481734479590496810007.39246372203334450000 , tt: 164.808
129: Viorest: 5.3891e-06, aptitud: 1000.00000000000000000000, vector: 0.438865275363243490000.194938157166116120000.481729090534997790000.481734479590496810007.39246372203334450000 , tt: 166.3566
130: Viorest: 5.3891e-06, aptitud: 1000.00000000000000000000, vector: 0.438865275363243490000.194938157166116120000.481729090534997790000.481734479590496810007.39246372203334450000 , tt: 168.0923
131: Viorest: 5.3891e-06, aptitud: 1000.00000000000000000000, vector: 0.438865275363243490000.194938157166116120000.481729090534997790000.481734479590496810007.39246372203334450000 , tt: 169.3742
132: Viorest: 5.3891e-06, aptitud: 1000.00000000000000000000, vector: 0.438865275363243490000.194938157166116120000.481729090534997790000.481734479590496810007.39246372203334450000 , tt: 170.6065
133: Viorest: 5.3891e-06, aptitud: 1000.00000000000000000000, vector: 0.438865275363243490000.194938157166116120000.481729090534997790000.481734479590496810007.39246372203334450000 , tt: 172.3934
134: Viorest: 5.3891e-06, aptitud: 1000.00000000000000000000, vector: 0.438865275363243490000.194938157166116120000.481729090534997790000.481734479590496810007.39246372203334450000 , tt: 174.1281
135: Viorest: 5.3891e-06, aptitud: 1000.00000000000000000000, vector: 0.438865275363243490000.194938157166116120000.481729090534997790000.481734479590496810007.39246372203334450000 , tt: 175.8693
136: Viorest: 5.3891e-06, aptitud: 1000.00000000000000000000, vector: 0.438865275363243490000.194938157166116120000.481729090534997790000.481734479590496810007.39246372203334450000 , tt: 177.2174
137: Viorest: 5.3891e-06, aptitud: 1000.00000000000000000000, vector: 0.438865275363243490000.194938157166116120000.481729090534997790000.481734479590496810007.39246372203334450000 , tt: 178.7873
138: Viorest: 5.3891e-06, aptitud: 1000.00000000000000000000, vector: 0.438865275363243490000.194938157166116120000.481729090534997790000.481734479590496810007.39246372203334450000 , tt: 180.2793
139: Viorest: 5.3891e-06, aptitud: 1000.00000000000000000000, vector: 0.438865275363243490000.194938157166116120000.481729090534997790000.481734479590496810007.39246372203334450000 , tt: 181.6306
140: Viorest: 5.3891e-06, aptitud: 1000.00000000000000000000, vector: 0.438865275363243490000.194938157166116120000.481729090534997790000.481734479590496810007.39246372203334450000 , tt: 182.9887
141: Viorest: 5.3891e-06, aptitud: 1000.00000000000000000000, vector: 0.438865275363243490000.194938157166116120000.481729090534997790000.481734479590496810007.39246372203334450000 , tt: 184.643
142: Viorest: 5.3891e-06, aptitud: 1000.00000000000000000000, vector: 0.438865275363243490000.194938157166116120000.481729090534997790000.481734479590496810007.39246372203334450000 , tt: 186.0948
143: Viorest: 5.3891e-06, aptitud: 1000.00000000000000000000, vector: 0.438865275363243490000.194938157166116120000.481729090534997790000.481734479590496810007.39246372203334450000 , tt: 187.5576
144: Viorest: 5.3891e-06, aptitud: 1000.00000000000000000000, vector: 0.438865275363243490000.194938157166116120000.481729090534997790000.481734479590496810007.39246372203334450000 , tt: 189.0757
145: Viorest: 5.3891e-06, aptitud: 1000.00000000000000000000, vector: 0.438865275363243490000.194938157166116120000.481729090534997790000.481734479590496810007.39246372203334450000 , tt: 190.6997
146: Viorest: 4.1841e-06, aptitud: 1000.00000000000000000000, vector: 0.32688479452939967000  0.06095180842504475900  0.43015043117438423000  0.43015461532152327000-24.72487867876234400000 , tt: 192.0056
147: Viorest: 4.1841e-06, aptitud: 1000.00000000000000000000, vector: 0.32688479452939967000  0.06095180842504475900  0.43015043117438423000  0.43015461532152327000-24.72487867876234400000 , tt: 193.0558
148: Viorest: 1.5976e-06, aptitud: 1000.00000000000000000000, vector: 0.46084143389936172000  0.35443609724406100000  0.47986609708286554000  0.47986769465895529000-36.42291788570628300000 , tt: 194.6488
