main(50, 0.9, 0.4)
24: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
25: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
26: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
27: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
28: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
29: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
30: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
31: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
32: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
33: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
34: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
35: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
36: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
37: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
38: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
39: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
40: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
41: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
42: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
43: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
44: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
45: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
46: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
47: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
48: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
49: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
50: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
51: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
52: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
53: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
54: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
55: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
56: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
57: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
58: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
59: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
60: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
61: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
62: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
63: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
64: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
65: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
66: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
67: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
68: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
69: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
70: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
71: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
72: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
73: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
74: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
75: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
76: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
77: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
78: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
79: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
80: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
81: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
82: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
83: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
84: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
85: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
86: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
87: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
88: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
89: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
90: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
91: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
92: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
93: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
94: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
95: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
96: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
97: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
98: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
99: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
100: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
101: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
102: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
103: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
104: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
105: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
106: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
107: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
108: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
109: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
110: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
111: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
112: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
113: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
114: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
115: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
116: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
117: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
118: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
119: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
120: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
121: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
122: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
123: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
124: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
125: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
126: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
127: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
128: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
129: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
130: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
131: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
132: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
133: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
134: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
135: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
136: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
137: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
138: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
139: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
140: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
141: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
142: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
143: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
144: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
145: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
146: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
147: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
148: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
149: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
150: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
151: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
152: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
153: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
154: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
155: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
156: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
157: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
158: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
159: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
160: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
161: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
162: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
163: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
164: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
165: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
166: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
167: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
168: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
169: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
170: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
171: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
172: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
173: Viorest: 0, aptitud: 0.51108027048878457000, vector: 0.49127401935188797000 0.11303795472559945000 0.49798690095217946000 0.30343768298984369000-0.26999383206269201000
