main(40, .6, .5)
71: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 43.6387
72: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 44.2683
73: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 44.8925
74: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 45.4624
75: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 46.1296
76: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 46.8075
77: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 47.4257
78: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 48.0152
79: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 48.9953
80: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 49.6936
81: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 50.4048
82: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 51.0106
83: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 51.995
84: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 52.6293
85: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 53.4958
86: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 54.4388
87: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 55.1965
88: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 55.8719
89: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 56.6284
90: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 57.4115
91: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 58.3297
92: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 59.1915
93: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 59.9841
94: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 60.9113
95: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 61.9622
96: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 62.9682
97: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 63.8934
98: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 64.9834
99: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 65.8492
100: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 66.5871
101: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 67.5941
102: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 68.5734
103: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 69.511
104: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 70.3045
105: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 71.1703
106: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 71.9713
107: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 72.851
108: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 73.7391
109: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 74.7288
110: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 75.7344
111: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 76.8074
112: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 77.863
113: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 78.8554
114: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 79.8893
115: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 81.0421
116: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 81.9898
117: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 83.0118
118: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 84.0689
