main(40, .6, .5)
148: Viorest: 9.7952e-06, aptitud: 0.00000000000000000000, vector: 0.25116144794891088000  0.09320015186967584000  0.25115165272160273000  0.12602437394382338000-35.05349054750689000000
149: Viorest: 9.7952e-06, aptitud: 0.00000000000000000000, vector: 0.25116144794891088000  0.09320015186967584000  0.25115165272160273000  0.12602437394382338000-35.05349054750689000000
150: Viorest: 9.7952e-06, aptitud: 0.00000000000000000000, vector: 0.25116144794891088000  0.09320015186967584000  0.25115165272160273000  0.12602437394382338000-35.05349054750689000000
151: Viorest: 9.7952e-06, aptitud: 0.00000000000000000000, vector: 0.25116144794891088000  0.09320015186967584000  0.25115165272160273000  0.12602437394382338000-35.05349054750689000000
152: Viorest: 9.7952e-06, aptitud: 0.00000000000000000000, vector: 0.25116144794891088000  0.09320015186967584000  0.25115165272160273000  0.12602437394382338000-35.05349054750689000000
153: Viorest: 9.7952e-06, aptitud: 0.00000000000000000000, vector: 0.25116144794891088000  0.09320015186967584000  0.25115165272160273000  0.12602437394382338000-35.05349054750689000000
154: Viorest: 9.7952e-06, aptitud: 0.00000000000000000000, vector: 0.25116144794891088000  0.09320015186967584000  0.25115165272160273000  0.12602437394382338000-35.05349054750689000000
155: Viorest: 9.7952e-06, aptitud: 0.00000000000000000000, vector: 0.25116144794891088000  0.09320015186967584000  0.25115165272160273000  0.12602437394382338000-35.05349054750689000000
156: Viorest: 9.7952e-06, aptitud: 0.00000000000000000000, vector: 0.25116144794891088000  0.09320015186967584000  0.25115165272160273000  0.12602437394382338000-35.05349054750689000000
157: Viorest: 9.7952e-06, aptitud: 0.00000000000000000000, vector: 0.25116144794891088000  0.09320015186967584000  0.25115165272160273000  0.12602437394382338000-35.05349054750689000000
158: Viorest: 9.7952e-06, aptitud: 0.00000000000000000000, vector: 0.25116144794891088000  0.09320015186967584000  0.25115165272160273000  0.12602437394382338000-35.05349054750689000000
159: Viorest: 9.7952e-06, aptitud: 0.00000000000000000000, vector: 0.25116144794891088000  0.09320015186967584000  0.25115165272160273000  0.12602437394382338000-35.05349054750689000000
160: Viorest: 9.7952e-06, aptitud: 0.00000000000000000000, vector: 0.25116144794891088000  0.09320015186967584000  0.25115165272160273000  0.12602437394382338000-35.05349054750689000000
161: Viorest: 9.7952e-06, aptitud: 0.00000000000000000000, vector: 0.25116144794891088000  0.09320015186967584000  0.25115165272160273000  0.12602437394382338000-35.05349054750689000000
162: Viorest: 9.7952e-06, aptitud: 0.00000000000000000000, vector: 0.25116144794891088000  0.09320015186967584000  0.25115165272160273000  0.12602437394382338000-35.05349054750689000000
