main(40, .6, .5)
65: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 60.3432
66: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 61.3694
67: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 62.2563
68: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 63.2932
69: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 64.5218
70: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 65.2834
71: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 66.1313
72: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 67.0404
73: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 67.8969
74: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 68.925
75: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 69.9013
76: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 70.8381
77: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 71.9052
78: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 72.9351
79: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 73.9532
80: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 74.8584
81: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 75.8081
82: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 76.6241
83: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 77.7277
84: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 78.8692
85: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 79.9137
86: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 81.1945
87: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 82.1764
88: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 83.1993
89: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 84.5876
90: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 85.5873
91: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 86.7383
92: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 87.9505
93: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 88.8375
94: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 89.9538
95: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 91.044
96: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 92.1492
97: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 93.2214
98: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 94.3095
99: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 95.3444
100: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 96.6197
101: Viorest: 3.1136e-06, aptitud: 0.00000000000000000000, vector: 0.45344660891502353000 0.09911675877686440500 0.45344349530724570000 0.3177574149383704500014.98687673069492200000 , tt: 97.7001
102: Viorest: 3.0762e-06, aptitud: 0.00000000000000000000, vector: 0.40577393463488443000 0.05820992841543044800 0.40577085846451083000 0.1885780089491030700035.83644619118666700000 , tt: 98.85
103: Viorest: 2.9462e-06, aptitud: 0.00000000000000000000, vector: 0.45001440319575681000 0.14635443499184536000 0.45001145704034995000 0.37075624940110752000-5.73227196916947080000 , tt: 99.8384
104: Viorest: 2.9462e-06, aptitud: 0.00000000000000000000, vector: 0.45001440319575681000 0.14635443499184536000 0.45001145704034995000 0.37075624940110752000-5.73227196916947080000 , tt: 100.9231
105: Viorest: 2.9462e-06, aptitud: 0.00000000000000000000, vector: 0.45001440319575681000 0.14635443499184536000 0.45001145704034995000 0.37075624940110752000-5.73227196916947080000 , tt: 102.2147
106: Viorest: 2.9462e-06, aptitud: 0.00000000000000000000, vector: 0.45001440319575681000 0.14635443499184536000 0.45001145704034995000 0.37075624940110752000-5.73227196916947080000 , tt: 103.242
107: Viorest: 2.9462e-06, aptitud: 0.00000000000000000000, vector: 0.45001440319575681000 0.14635443499184536000 0.45001145704034995000 0.37075624940110752000-5.73227196916947080000 , tt: 104.303
108: Viorest: 2.9462e-06, aptitud: 0.00000000000000000000, vector: 0.45001440319575681000 0.14635443499184536000 0.45001145704034995000 0.37075624940110752000-5.73227196916947080000 , tt: 105.2407
109: Viorest: 2.9462e-06, aptitud: 0.00000000000000000000, vector: 0.45001440319575681000 0.14635443499184536000 0.45001145704034995000 0.37075624940110752000-5.73227196916947080000 , tt: 106.3659
110: Viorest: 2.9462e-06, aptitud: 0.00000000000000000000, vector: 0.45001440319575681000 0.14635443499184536000 0.45001145704034995000 0.37075624940110752000-5.73227196916947080000 , tt: 107.7527
111: Viorest: 2.9462e-06, aptitud: 0.00000000000000000000, vector: 0.45001440319575681000 0.14635443499184536000 0.45001145704034995000 0.37075624940110752000-5.73227196916947080000 , tt: 108.9174
112: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 110.2145
113: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 111.2817
114: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 112.4405
115: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 113.5498
116: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 114.5976
117: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 115.7415
118: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 116.8217
119: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 117.9174
120: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 119.1319
121: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 120.1331
122: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 121.3149
123: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 122.2224
124: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 123.3464
125: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 124.6292
126: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 125.5605
127: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 126.6374
128: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 127.5658
129: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 128.7517
130: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 129.9664
131: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 130.8749
132: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 131.7955
133: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 133.1376
134: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 134.2067
135: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 135.2645
136: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 136.102
137: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 137.2777
138: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 138.3433
139: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 139.5254
140: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 140.7208
141: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 141.7176
142: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 142.904
143: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 143.8799
144: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 144.9313
145: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 145.9863
146: Viorest: 1.2134e-08, aptitud: 0.00000000000000000000, vector: 0.37108161119362837000  0.06612877075674353200  0.37108159905946647000  0.18857800894910307000-32.70366287496180700000 , tt: 146.9519
