main(40, .6, .5)
67: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
68: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
69: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
70: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
71: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
72: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
73: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
74: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
75: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
76: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
77: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
78: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
79: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
80: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
81: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
82: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
83: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
84: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
85: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
86: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
87: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
88: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
89: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
90: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
91: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
92: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
93: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
94: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
95: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
96: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
97: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
98: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
99: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
100: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
101: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
102: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
103: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
104: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
105: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
106: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
107: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
108: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
109: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
110: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
111: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
112: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
113: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
114: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
115: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
116: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
117: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
118: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
119: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
120: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
121: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
122: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
123: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
124: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
125: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
126: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
127: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
128: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
129: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
130: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
131: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
132: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
133: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
134: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
135: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
136: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
137: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
138: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
139: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
140: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
141: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
142: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
143: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
144: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
145: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
146: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
147: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
148: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
149: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
150: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
151: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
152: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
153: Viorest: 4.3479e-05, aptitud: 0.00000000000000000000, vector: 0.44895090584953157000 0.18545896670952824000 0.44890742730785077000 0.3285357450629432500017.23323433497081700000
154: Viorest: 3.3079e-05, aptitud: 0.00000000000000000000, vector: 0.44482551874190862000 0.15737385397395376000 0.44479244005887997000 0.3339731313756236800012.65450477646220400000
155: Viorest: 3.3079e-05, aptitud: 0.00000000000000000000, vector: 0.44482551874190862000 0.15737385397395376000 0.44479244005887997000 0.3339731313756236800012.65450477646220400000
156: Viorest: 3.3079e-05, aptitud: 0.00000000000000000000, vector: 0.44482551874190862000 0.15737385397395376000 0.44479244005887997000 0.3339731313756236800012.65450477646220400000
157: Viorest: 3.3079e-05, aptitud: 0.00000000000000000000, vector: 0.44482551874190862000 0.15737385397395376000 0.44479244005887997000 0.3339731313756236800012.65450477646220400000
158: Viorest: 3.3079e-05, aptitud: 0.00000000000000000000, vector: 0.44482551874190862000 0.15737385397395376000 0.44479244005887997000 0.3339731313756236800012.65450477646220400000
159: Viorest: 3.3079e-05, aptitud: 0.00000000000000000000, vector: 0.44482551874190862000 0.15737385397395376000 0.44479244005887997000 0.3339731313756236800012.65450477646220400000
160: Viorest: 3.3079e-05, aptitud: 0.00000000000000000000, vector: 0.44482551874190862000 0.15737385397395376000 0.44479244005887997000 0.3339731313756236800012.65450477646220400000
161: Viorest: 3.3079e-05, aptitud: 0.00000000000000000000, vector: 0.44482551874190862000 0.15737385397395376000 0.44479244005887997000 0.3339731313756236800012.65450477646220400000
162: Viorest: 3.3079e-05, aptitud: 0.00000000000000000000, vector: 0.44482551874190862000 0.15737385397395376000 0.44479244005887997000 0.3339731313756236800012.65450477646220400000
163: Viorest: 3.3079e-05, aptitud: 0.00000000000000000000, vector: 0.44482551874190862000 0.15737385397395376000 0.44479244005887997000 0.3339731313756236800012.65450477646220400000
164: Viorest: 3.3079e-05, aptitud: 0.00000000000000000000, vector: 0.44482551874190862000 0.15737385397395376000 0.44479244005887997000 0.3339731313756236800012.65450477646220400000
165: Viorest: 3.3079e-05, aptitud: 0.00000000000000000000, vector: 0.44482551874190862000 0.15737385397395376000 0.44479244005887997000 0.3339731313756236800012.65450477646220400000
166: Viorest: 3.3079e-05, aptitud: 0.00000000000000000000, vector: 0.44482551874190862000 0.15737385397395376000 0.44479244005887997000 0.3339731313756236800012.65450477646220400000
167: Viorest: 3.3079e-05, aptitud: 0.00000000000000000000, vector: 0.44482551874190862000 0.15737385397395376000 0.44479244005887997000 0.3339731313756236800012.65450477646220400000
