main( 50, .9, .4)
1147: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1148: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1149: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1150: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1151: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1152: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1153: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1154: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1155: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1156: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1157: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1158: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1159: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1160: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1161: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1162: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1163: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1164: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1165: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1166: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1167: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1168: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1169: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1170: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1171: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1172: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1173: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1174: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1175: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1176: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1177: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1178: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1179: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1180: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1181: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1182: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1183: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1184: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1185: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1186: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1187: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1188: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1189: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1190: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1191: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1192: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1193: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1194: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1195: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1196: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1197: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1198: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1199: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1200: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1201: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1202: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1203: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1204: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1205: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1206: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1207: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1208: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1209: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1210: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1211: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1212: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1213: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1214: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1215: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1216: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1217: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1218: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1219: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1220: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1221: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1222: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1223: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1224: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1225: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1226: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1227: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1228: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1229: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1230: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1231: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1232: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1233: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1234: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1235: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1236: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1237: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1238: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1239: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1240: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1241: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1242: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1243: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1244: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1245: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1246: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1247: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1248: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1249: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1250: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1251: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1252: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1253: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1254: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1255: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1256: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1257: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1258: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1259: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1260: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1261: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1262: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1263: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1264: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1265: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1266: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1267: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1268: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1269: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1270: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1271: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1272: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1273: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1274: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1275: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1276: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1277: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1278: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1279: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1280: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1281: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1282: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1283: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1284: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1285: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1286: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1287: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1288: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1289: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1290: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1291: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1292: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1293: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1294: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1295: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1296: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1297: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1298: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1299: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1300: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1301: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1302: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1303: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1304: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1305: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
1306: Viorest: 5.5511e-17, aptitud: 1000.00000000000000000000, vector: 0.49570197092042723000 0.16956413549216912000 0.49570197092042717000 0.4243418052617838900011.39351265014565200000
