main( 50, .9, .4)
6014: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6015: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6016: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6017: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6018: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6019: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6020: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6021: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6022: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6023: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6024: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6025: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6026: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6027: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6028: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6029: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6030: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6031: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6032: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6033: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6034: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6035: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6036: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6037: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6038: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6039: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6040: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6041: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6042: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6043: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6044: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6045: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6046: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6047: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6048: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6049: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6050: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6051: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6052: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6053: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6054: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6055: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6056: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6057: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6058: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6059: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6060: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6061: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6062: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6063: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6064: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6065: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6066: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6067: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6068: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6069: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6070: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6071: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6072: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6073: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6074: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6075: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6076: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6077: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6078: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6079: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6080: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6081: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6082: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6083: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6084: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6085: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6086: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6087: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6088: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6089: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6090: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6091: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6092: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6093: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6094: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6095: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6096: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6097: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6098: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6099: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6100: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6101: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6102: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6103: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6104: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6105: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6106: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6107: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6108: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6109: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6110: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6111: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6112: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6113: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6114: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6115: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6116: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6117: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6118: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6119: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6120: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6121: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6122: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6123: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6124: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6125: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6126: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6127: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6128: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6129: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6130: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6131: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6132: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6133: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6134: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6135: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6136: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6137: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6138: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6139: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6140: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6141: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6142: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6143: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6144: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6145: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6146: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6147: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6148: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6149: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6150: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6151: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6152: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6153: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6154: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6155: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6156: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6157: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6158: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6159: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6160: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6161: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6162: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6163: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6164: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6165: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6166: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6167: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6168: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6169: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6170: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6171: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6172: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6173: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6174: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6175: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6176: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6177: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6178: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6179: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6180: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6181: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6182: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6183: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6184: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
6185: Viorest: 0, aptitud: 0.52456484608632481000, vector: 0.49383084547133871000 0.11932559303541006000 0.49820333861640892000 0.36175737167713690000-0.34473681044439886000
